# ----------------------------------------
# 全部网站数据
# 热门事件
# 20190717-20190720
# ----------------------------------------

事件标签,事件总数,唯一身份事件数,事件价值,平均价值
2620048470961154852_2019/7/17 20:11:20_23%_9,1,1,0,0.00
2620048470961154852_2019/7/17 20:11:20_32%_14,1,1,0,0.00
2620048470961154852_2019/7/17 20:11:20_38%_19,1,1,0,0.00
2620048470961154852_2019/7/17 20:11:20_41%_24,1,1,0,0.00
2620048470961154852_2019/7/17 20:11:20_47%_27,1,1,0,0.00
2620048470961154852_2019/7/17 20:11:20_53%_36,1,1,0,0.00
2620048470961154852_2019/7/17 20:11:20_62%_36,1,1,0,0.00
2620048470961154852_2019/7/17 20:11:20_9%_5,1,1,0,0.00
2620048470964069116_2019/7/17 20:33:25_1%_9,1,1,0,0.00
2620048470964706437_2019/7/17 21:51:45_-279%_59,1,1,0,0.00
2620048470964706437_2019/7/17 21:51:45_12%_25,1,1,0,0.00
2620048470964706437_2019/7/17 21:51:45_2%_6,1,1,0,0.00
2620048470964706437_2019/7/17 21:51:45_21%_31,1,1,0,0.00
2620048470964706437_2019/7/17 21:51:45_23%_36,1,1,0,0.00
2620048470964706437_2019/7/17 21:51:45_30%_39,1,1,0,0.00
2620048470964706437_2019/7/17 21:51:45_4%_15,1,1,0,0.00
2620048470964706437_2019/7/17 21:51:45_6%_18,1,1,0,0.00
2620048470964706437_2019/7/17 21:51:45_NaN%_68,1,1,0,0.00
2620048470975243893_2019/7/17 20:11:31_16%_9,1,1,0,0.00
2620048470975243893_2019/7/17 20:11:31_32%_11,1,1,0,0.00
2620048470975243893_2019/7/17 20:11:31_43%_13,1,1,0,0.00
2620048470975243893_2019/7/17 20:11:31_52%_14,1,1,0,0.00
2620048470975243893_2019/7/17 20:11:31_59%_15,1,1,0,0.00
2620048470975243893_2019/7/17 20:11:31_72%_17,1,1,0,0.00
2620048470975243893_2019/7/17 20:11:31_8%_8,1,1,0,0.00
2620048470975243893_2019/7/17 22:36:42_100%_89,1,1,0,0.00
2620048470975243893_2019/7/17 22:36:42_13%_11,1,1,0,0.00
2620048470975243893_2019/7/17 22:36:42_16%_13,1,1,0,0.00
2620048470975243893_2019/7/17 22:36:42_20%_15,1,1,0,0.00
2620048470975243893_2019/7/17 22:36:42_21%_16,1,1,0,0.00
2620048470975243893_2019/7/17 22:36:42_22%_18,1,1,0,0.00
2620048470975243893_2019/7/17 22:36:42_24%_20,1,1,0,0.00
2620048470975243893_2019/7/17 22:36:42_26%_23,1,1,0,0.00
2620048470975243893_2019/7/17 22:36:42_32%_27,1,1,0,0.00
2620048470975243893_2019/7/17 22:36:42_39%_29,1,1,0,0.00
2620048470975243893_2019/7/17 22:36:42_4%_6,1,1,0,0.00
2620048470975243893_2019/7/17 22:36:42_44%_35,1,1,0,0.00
2620048470975243893_2019/7/17 22:36:42_49%_41,1,1,0,0.00
2620048470975243893_2019/7/17 22:36:42_54%_41,1,1,0,0.00
2620048470975243893_2019/7/17 22:36:42_55%_43,1,1,0,0.00
2620048470975243893_2019/7/17 22:36:42_61%_51,1,1,0,0.00
2620048470975243893_2019/7/17 22:36:42_62%_52,1,1,0,0.00
2620048470975243893_2019/7/17 22:36:42_63%_54,1,1,0,0.00
2620048470975243893_2019/7/17 22:36:42_68%_55,1,1,0,0.00
2620048470975243893_2019/7/17 22:36:42_78%_58,1,1,0,0.00
2620048470975243893_2019/7/17 22:36:42_8%_10,1,1,0,0.00
2620048470975243893_2019/7/17 22:36:42_82%_72,1,1,0,0.00
2620048470975243893_2019/7/17 22:36:42_85%_74,1,1,0,0.00
2620048470975243893_2019/7/17 22:36:42_88%_78,1,1,0,0.00
2620048470975243893_2019/7/17 22:36:42_92%_80,1,1,0,0.00
2620048470975243893_2019/7/17 22:36:42_98%_85,1,1,0,0.00
2620048470975243893_2019/7/17 22:36:42_99%_87,1,1,0,0.00
2620048470979150762_2019/7/17 21:5:36_13%_12,1,1,0,0.00
2620048470979150762_2019/7/17 21:5:36_18%_18,1,1,0,0.00
2620048470979150762_2019/7/17 21:5:36_2%_10,1,1,0,0.00
2620048470979150762_2019/7/17 21:5:36_22%_20,1,1,0,0.00
2620048470979150762_2019/7/17 21:5:36_27%_23,1,1,0,0.00
2620048470979150762_2019/7/17 21:5:36_31%_24,1,1,0,0.00
2620048470979150762_2019/7/17 21:5:36_36%_33,1,1,0,0.00
2620048470979150762_2019/7/17 21:5:36_40%_44,1,1,0,0.00
2620048470979150762_2019/7/17 21:5:36_44%_49,1,1,0,0.00
2620048470979150762_2019/7/17 21:5:36_49%_54,1,1,0,0.00
2620048470979150762_2019/7/17 21:5:36_53%_56,1,1,0,0.00
2620048470979150762_2019/7/17 21:5:36_57%_57,1,1,0,0.00
2620048470979150762_2019/7/17 21:5:36_61%_58,1,1,0,0.00
2620048470979150762_2019/7/17 21:5:36_66%_64,1,1,0,0.00
2620048470979150762_2019/7/17 21:5:36_68%_66,1,1,0,0.00
2620048470979150762_2019/7/17 21:5:36_72%_79,1,1,0,0.00
2620048470979150762_2019/7/17 21:5:36_75%_82,1,1,0,0.00
2620048470979150762_2019/7/17 21:5:36_78%_83,1,1,0,0.00
2620048470979150762_2019/7/17 21:5:36_82%_85,1,1,0,0.00
2620048470979150762_2019/7/17 21:5:36_86%_86,1,1,0,0.00
2620048470979150762_2019/7/17 21:5:36_9%_11,1,1,0,0.00
2620048470979150762_2019/7/17 21:5:36_90%_87,1,1,0,0.00
2620048470979150762_2019/7/17 21:5:36_95%_88,1,1,0,0.00
2620048470979150762_2019/7/17 21:5:36_99%_89,1,1,0,0.00
2620048470979150762_2019/7/17 21:9:8_NaN%_134,1,1,0,0.00
3123767259525832374_2019/7/17 20:24:52_3%_9,1,1,0,0.00
3123814823117881168_2019/7/17 20:5:8_10%_11,1,1,0,0.00
3123814823117881168_2019/7/17 20:5:8_16%_13,1,1,0,0.00
3123814823117881168_2019/7/17 20:5:8_22%_15,1,1,0,0.00
3123814823117881168_2019/7/17 20:5:8_28%_19,1,1,0,0.00
3123814823117881168_2019/7/17 20:5:8_32%_22,1,1,0,0.00
3123814823117881168_2019/7/17 20:5:8_37%_32,1,1,0,0.00
3123814823117881168_2019/7/17 20:5:8_4%_9,1,1,0,0.00
3123814823117881168_2019/7/17 20:5:8_43%_38,1,1,0,0.00
3123814823117881168_2019/7/17 20:5:8_6%_10,1,1,0,0.00
3123886820929897195_2019/7/17 20:4:37_15%_5,1,1,0,0.00
3123886820929897195_2019/7/17 20:4:37_17%_5,1,1,0,0.00
3123886820929897195_2019/7/17 20:4:37_28%_6,1,1,0,0.00
3123886820929897195_2019/7/17 20:4:37_43%_8,1,1,0,0.00
3123886820929897195_2019/7/17 20:4:37_51%_9,1,1,0,0.00
3123886820929897195_2019/7/17 20:4:37_7%_3,1,1,0,0.00
3123901955068512989_2019/7/17 20:21:41_21%_45,1,1,0,0.00
3123901955068512989_2019/7/17 20:21:41_25%_59,1,1,0,0.00
3123901955068512989_2019/7/17 20:21:41_49%_153,1,1,0,0.00
3123901955068512989_2019/7/17 20:21:41_63%_169,1,1,0,0.00
3123901955068512989_2019/7/17 20:21:41_66%_182,1,1,0,0.00
3123901955068512989_2019/7/17 20:21:41_73%_187,1,1,0,0.00
3123901955068512989_2019/7/17 20:21:41_79%_187,1,1,0,0.00
3123901955068512989_2019/7/17 20:21:41_97%_194,1,1,0,0.00
,485,485,0,0.00

天索引,事件总数
2019/7/17,467
2019/7/18,18
2019/7/19,0
2019/7/20,0
,485
# ----------------------------------------
# 全部网站数据
# 热门事件
# 20190717-20190720
# ----------------------------------------

事件标签,事件总数,唯一身份事件数,事件价值,平均价值
2618666497925051260_2019/7/17 21:32:51_101%_71_115,1,1,0,0.00
2620048470955515177_2019/7/17 21:14:22_65%_44_64,1,1,0,0.00
2620048470964706437_2019/7/17 21:51:45_30%_39_57,1,1,0,0.00
2620048470979150762_2019/7/17 21:9:8_0%_0_52,1,1,0,0.00
3123814823117881168_2019/7/17 20:5:8_43%_38_62,1,1,0,0.00
,5,5,0,0.00

天索引,事件总数
2019/7/17,5
2019/7/18,0
2019/7/19,0
2019/7/20,0
,5
