,"全部事件 (类型+操作+标签)","事件总数","唯一访客事件数","事件价值","平均价值",
1762,"A_english_entrance+scroll+_2018/10/26 0:5:29_20%_41","1","1","0","0",
1763,"A_english_entrance+scroll+_2018/10/22 0:17:10_96%_12","1","1","0","0",
1764,"A_english_entrance+scroll+_2018/10/28 0:29:58_71%_65","1","1","0","0",
1765,"A_english_entrance+scroll+_2018/10/31 0:32:24_2%_13","1","1","0","0",
1766,"A_english_entrance+scroll+_2018/10/22 0:15:36_35%_17","1","1","0","0",
1767,"A_english_entrance+scroll+_2018/10/27 0:15:18_55%_62","1","1","0","0",
1768,"A_english_entrance+scroll+_2018/10/26 0:0:59_16%_12","1","1","0","0",
1769,"A_english_entrance+scroll+_2018/10/30 23:39:43_80%_1819","1","1","0","0",
1770,"A_english_entrance+scroll+_2018/10/31 0:1:45_74%_1204","1","1","0","0",
1771,"A_english_entrance+scroll+_2018/10/30 0:6:7_100%_371","1","1","0","0",
1772,"A_english_entrance+scroll+_2018/10/27 0:7:12_100%_79","1","1","0","0",
1773,"A_english_entrance+scroll+_2018/10/23 0:3:4_92%_39","1","1","0","0",
1774,"A_english_entrance+scroll+_2018/10/29 0:20:41_51%_93","1","1","0","0",
1775,"A_english_entrance+scroll+_2018/10/29 0:14:45_10%_23","1","1","0","0",
1776,"A_english_entrance+scroll+_2018/10/29 0:45:44_3%_16","1","1","0","0",
1777,"A_english_entrance+scroll+_2018/10/23 0:4:46_50%_265","1","1","0","0",
1778,"A_english_entrance+scroll+_2018/10/21 23:59:46_48%_33","1","1","0","0",
1779,"A_english_entrance+pay_success+_2018/10/22 0:42:25_4%_11_22","1","1","0","0",
1780,"A_english_entrance+scroll+_2018/10/30 0:29:47_23%_9","1","1","0","0",
1781,"A_english_entrance+scroll+_2018/10/26 0:19:35_73%_263","1","1","0","0",
1782,"A_english_entrance+scroll+_2018/10/22 0:16:3_23%_16","1","1","0","0",
1783,"A_english_entrance+scroll+_2018/10/23 0:0:8_36%_64","1","1","0","0",
1784,"A_english_entrance+scroll+_2018/10/26 0:1:26_88%_62","1","1","0","0",
1785,"A_english_entrance+scroll+_2018/10/30 0:11:44_13%_4","1","1","0","0",
1786,"A_english_entrance+scroll+_2018/10/24 0:11:18_72%_27","1","1","0","0",
1787,"A_english_entrance+scroll+_2018/10/23 0:7:33_65%_108","1","1","0","0",
1788,"A_english_entrance+scroll+_2018/10/28 0:7:11_7%_9","1","1","0","0",
1789,"A_english_entrance+scroll+_2018/10/25 0:46:52_50%_154","1","1","0","0",
1790,"A_english_entrance+scroll+_2018/10/25 0:51:21_28%_72","1","1","0","0",
1791,"A_english_entrance+scroll+_2018/10/24 0:8:37_34%_49","1","1","0","0",
1792,"A_english_entrance+scroll+_2018/10/30 0:21:28_21%_13","1","1","0","0",
1793,"A_english_entrance+scroll+_2018/10/22 0:15:15_11%_23","1","1","0","0",
1794,"A_english_entrance+scroll+_2018/10/26 0:29:24_67%_63","1","1","0","0",
1795,"A_english_entrance+scroll+_2018/10/31 0:55:12_14%_22","1","1","0","0",
1796,"A_english_entrance+scroll+_2018/10/25 0:20:12_100%_8","1","1","0","0",
1797,"A_english_entrance+scroll+_2018/10/24 0:1:25_NaN%_121","1","1","0","0",
1798,"A_english_entrance+scroll+_2018/10/29 0:45:37_52%_116","1","1","0","0",
1799,"A_english_entrance+scroll+_2018/10/26 0:2:11_18%_24","1","1","0","0",
1800,"A_english_entrance+scroll+_2018/10/22 0:6:1_43%_8","1","1","0","0",
1801,"A_english_entrance+scroll+_2018/10/22 0:54:48_70%_34","1","1","0","0",
1802,"A_english_entrance+scroll+_2018/10/29 0:24:17_6%_10","1","1","0","0",
1803,"A_english_entrance+scroll+_2018/10/25 0:5:32_2%_3","1","1","0","0",
1804,"A_english_entrance+scroll+_2018/10/28 0:17:33_2%_7","1","1","0","0",
1805,"A_english_entrance+scroll+_2018/10/27 0:18:30_21%_11","1","1","0","0",
1806,"A_english_entrance+scroll+_2018/10/26 0:33:13_78%_62","1","1","0","0",
1807,"A_english_entrance+scroll+_2018/10/22 0:17:42_58%_64","1","1","0","0",
1808,"A_english_entrance+scroll+_2018/10/30 0:25:59_77%_84","1","1","0","0",
1809,"A_english_entrance+scroll+_2018/10/25 0:27:18_24%_10","1","1","0","0",
1810,"A_english_entrance+scroll+_2018/10/27 0:37:18_2%_6","1","1","0","0",
1811,"A_english_entrance+scroll+_2018/10/26 0:2:32_8%_26","1","1","0","0",
1812,"A_english_entrance+scroll+_2018/10/29 0:14:42_4%_4","1","1","0","0",
1813,"A_english_entrance+scroll+_2018/10/31 0:14:23_25%_40","1","1","0","0",
1814,"A_english_entrance+scroll+_2018/10/28 0:4:38_35%_15","1","1","0","0",
1815,"A_english_entrance+scroll+_2018/10/26 0:0:56_7%_16","1","1","0","0",
1816,"A_english_entrance+scroll+_2018/10/22 0:39:5_62%_20","1","1","0","0",
1817,"A_english_entrance+scroll+_2018/10/30 0:26:27_40%_25","1","1","0","0",
1818,"A_english_entrance+scroll+_2018/10/28 0:52:21_52%_26","1","1","0","0",
1819,"A_english_entrance+scroll+_2018/10/26 0:0:36_NaN%_26","1","1","0","0",
1820,"A_english_entrance+scroll+_2018/10/31 0:15:28_3%_5","1","1","0","0",
1821,"A_english_entrance+scroll+_2018/10/28 1:10:28_74%_83","1","1","0","0",
1822,"A_english_entrance+scroll+_2018/10/23 0:3:24_67%_52","1","1","0","0",
1823,"A_english_entrance+scroll+_2018/10/28 0:51:15_31%_21","1","1","0","0",
1824,"A_english_entrance+scroll+_2018/10/26 23:59:55_48%_30","1","1","0","0",
1825,"A_english_entrance+scroll+_2018/10/29 0:29:36_2%_7","1","1","0","0",
1826,"A_english_entrance+scroll+_2018/10/25 0:17:56_41%_57","1","1","0","0",
1827,"A_english_entrance+scroll+_2018/10/29 0:30:55_9%_7","1","1","0","0",
1828,"A_english_entrance+scroll+_2018/10/25 0:26:26_21%_16","1","1","0","0",
1829,"A_english_entrance+scroll+_2018/10/22 0:28:29_53%_19","1","1","0","0",
1830,"A_english_entrance+scroll+_2018/10/22 23:59:58_1%_8","1","1","0","0",
1831,"A_english_entrance+scroll+_2018/10/28 1:13:37_96%_45","1","1","0","0",
1832,"A_english_entrance+pay_success+_2018/10/30 0:41:26_5%_23_42","1","1","0","0",
1833,"A_english_entrance+scroll+_2018/10/27 0:8:27_18%_31","1","1","0","0",
1834,"A_english_entrance+scroll+_2018/10/24 0:9:43_7%_25","1","1","0","0",
1835,"A_english_entrance+scroll+_2018/10/30 23:39:43_92%_1835","1","1","0","0",
1836,"A_english_entrance+scroll+_2018/10/22 0:1:32_2%_100","1","1","0","0",
1837,"A_english_entrance+scroll+_2018/10/31 0:3:16_38%_56","1","1","0","0",
1838,"A_english_entrance+scroll+_2018/10/27 0:3:33_51%_21","1","1","0","0",
1839,"A_english_entrance+scroll+_2018/10/30 0:6:7_1%_27","1","1","0","0",
1840,"A_english_entrance+scroll+_2018/10/30 0:4:27_100%_76","1","1","0","0",
1841,"A_english_entrance+scroll+_2018/10/28 16:18:52_67%_60","1","1","0","0",
1842,"A_english_entrance+scroll+_2018/10/29 0:13:27_29%_16","1","1","0","0",
1843,"A_english_entrance+scroll+_2018/10/28 0:15:38_63%_50","1","1","0","0",
1844,"A_english_entrance+scroll+_2018/10/23 0:6:13_33%_33","1","1","0","0",
1845,"A_english_entrance+scroll+_2018/10/31 0:7:1_3%_15","1","1","0","0",
1846,"A_english_entrance+scroll+_2018/10/26 0:18:7_49%_19","1","1","0","0",
1847,"A_english_entrance+scroll+_2018/10/25 0:35:39_66%_66","1","1","0","0",
1848,"A_english_entrance+scroll+_2018/10/24 0:5:26_31%_9","1","1","0","0",
1849,"A_english_entrance+scroll+_2018/10/28 1:6:42_42%_46","1","1","0","0",
1850,"A_english_entrance+scroll+_2018/10/23 0:4:5_63%_58","1","1","0","0",
1851,"A_english_entrance+scroll+_2018/10/29 0:23:35_14%_21","1","1","0","0",
1852,"A_english_entrance+scroll+_2018/10/29 0:2:20_13%_25","1","1","0","0",
1853,"A_english_entrance+scroll+_2018/10/28 0:5:51_28%_42","1","1","0","0",
1854,"A_english_entrance+scroll+_2018/10/30 0:49:27_5%_12","1","1","0","0",
1855,"A_english_entrance+scroll+_2018/10/26 0:8:51_72%_53","1","1","0","0",
1856,"A_english_entrance+scroll+_2018/10/31 0:2:5_6%_10","1","1","0","0",
1857,"A_english_entrance+scroll+_2018/10/24 0:4:14_2%_5","1","1","0","0",
1858,"A_english_entrance+scroll+_2018/10/30 0:26:9_13%_8","1","1","0","0",
1859,"A_english_entrance+scroll+_2018/10/24 0:26:14_12%_5","1","1","0","0",
1860,"A_english_entrance+scroll+_2018/10/24 0:15:33_9%_11","1","1","0","0",
1861,"A_english_entrance+scroll+_2018/10/26 0:18:37_35%_75","1","1","0","0",
1862,"A_english_entrance+scroll+_2018/10/24 0:8:33_98%_81","1","1","0","0",
1863,"A_english_entrance+scroll+_2018/10/27 0:2:26_33%_10","1","1","0","0",
1864,"A_english_entrance+scroll+_2018/10/30 0:40:28_53%_37","1","1","0","0",
1865,"A_english_entrance+scroll+_2018/10/23 0:11:38_100%_43","1","1","0","0",
1866,"A_english_entrance+scroll+_2018/10/25 0:25:25_65%_76","1","1","0","0",
1867,"A_english_entrance+scroll+_2018/10/24 0:11:13_6%_10","1","1","0","0",
1868,"A_english_entrance+scroll+_2018/10/31 0:10:31_29%_7","1","1","0","0",
1869,"A_english_entrance+scroll+_2018/10/30 0:27:39_34%_80","1","1","0","0",
1870,"A_english_entrance+scroll+_2018/10/22 0:17:42_88%_117","1","1","0","0",
1871,"A_english_entrance+scroll+_2018/10/22 0:0:8_37%_23","1","1","0","0",
1872,"A_english_entrance+scroll+_2018/10/23 0:13:31_27%_21","1","1","0","0",
1873,"A_english_entrance+scroll+_2018/10/23 0:4:46_27%_179","1","1","0","0",
1874,"A_english_entrance+scroll+_2018/10/23 0:0:41_49%_11","1","1","0","0",
1875,"A_english_entrance+scroll+_2018/10/22 0:3:32_69%_39","1","1","0","0",
1876,"A_english_entrance+scroll+_2018/10/31 0:6:38_55%_25","1","1","0","0",
1877,"A_english_entrance+scroll+_2018/10/28 0:14:54_22%_16","1","1","0","0",
1878,"A_english_entrance+scroll+_2018/10/27 0:41:14_55%_152","1","1","0","0",
1879,"A_english_entrance+scroll+_2018/10/29 0:45:44_40%_37","1","1","0","0",
1880,"A_english_entrance+scroll+_2018/10/27 0:41:14_3%_16","1","1","0","0",
1881,"A_english_entrance+scroll+_2018/10/28 1:6:39_75%_126","1","1","0","0",
1882,"A_english_entrance+scroll+_2018/10/26 0:24:11_35%_24","1","1","0","0",
1883,"A_english_entrance+scroll+_2018/10/26 0:1:26_90%_63","1","1","0","0",
1884,"A_english_entrance+scroll+_2018/10/23 0:0:50_17%_6","1","1","0","0",
1885,"A_english_entrance+scroll+_2018/10/28 0:4:38_14%_9","1","1","0","0",
1886,"A_english_entrance+scroll+_2018/10/29 0:23:26_52%_71","1","1","0","0",
1887,"ENGLISH+UID：2619735130115058733+http:/english/study/exam_answer-e-2327-Request failed with status code 400","1","1","0","0",
1888,"A_english_entrance+scroll+_2018/10/29 0:53:14_95%_71","1","1","0","0",
1889,"A_english_entrance+scroll+_2018/10/28 0:20:57_41%_78","1","1","0","0",
1890,"ENGLISH+UID：2619735130080526808+http:/english/user/watering-e-12186-Request failed with status code 400","1","1","0","0",
1891,"A_english_entrance+scroll+_2018/10/25 0:23:19_NaN%_34","1","1","0","0",
1892,"A_english_entrance+scroll+_2018/10/29 2:9:1_86%_65","1","1","0","0",
1893,"A_english_entrance+scroll+_2018/10/24 0:26:14_1%_3","1","1","0","0",
1894,"A_english_entrance+scroll+_2018/10/31 0:23:19_8%_16","1","1","0","0",
1895,"A_english_entrance+scroll+_2018/10/30 0:43:59_21%_18","1","1","0","0",
1896,"A_english_entrance+scroll+_2018/10/22 0:4:27_100%_77","1","1","0","0",
1897,"A_english_entrance+scroll+_2018/10/29 0:20:42_448%_102","1","1","0","0",
1898,"A_english_entrance+scroll+_2018/10/27 0:8:27_75%_91","1","1","0","0",
1899,"A_english_entrance+scroll+_2018/10/30 0:18:21_62%_42","1","1","0","0",
1900,"A_english_entrance+scroll+_2018/10/30 0:25:59_96%_90","1","1","0","0",
1901,"A_english_entrance+scroll+_2018/10/25 0:6:16_47%_25","1","1","0","0",
1902,"A_english_entrance+scroll+_2018/10/24 0:0:37_51%_28","1","1","0","0",
1903,"A_english_entrance+scroll+_2018/10/29 1:14:12_17%_48","1","1","0","0",
1904,"A_english_entrance+scroll+_2018/10/25 0:30:12_11%_9","1","1","0","0",
1905,"A_english_entrance+scroll+_2018/10/28 16:36:40_161%_44","1","1","0","0",
1906,"A_english_entrance+scroll+_2018/10/31 0:25:9_3%_15","1","1","0","0",
1907,"A_english_entrance+scroll+_2018/10/29 0:19:33_8%_10","1","1","0","0",
1908,"A_english_entrance+scroll+_2018/10/22 0:32:4_23%_26","1","1","0","0",
1909,"A_english_entrance+scroll+_2018/10/23 0:3:30_17%_6","1","1","0","0",
1910,"A_english_entrance+scroll+_2018/10/31 0:16:41_16%_10","1","1","0","0",
1911,"A_english_entrance+scroll+_2018/10/23 0:6:11_52%_32","1","1","0","0",
1912,"A_english_entrance+scroll+_2018/10/31 0:22:53_20%_22","1","1","0","0",
1913,"A_english_entrance+scroll+_2018/10/22 0:5:15_12%_21","1","1","0","0",
1914,"A_english_entrance+scroll+_2018/10/24 0:1:16_7%_8","1","1","0","0",
1915,"A_english_entrance+scroll+_2018/10/28 0:1:46_37%_19","1","1","0","0",
1916,"A_english_entrance+scroll+_2018/10/29 1:10:13_1%_8","1","1","0","0",
1917,"A_english_entrance+scroll+_2018/10/26 0:34:27_100%_67","1","1","0","0",
1918,"A_english_entrance+scroll+_2018/10/30 0:45:49_45%_25","1","1","0","0",
1919,"A_english_entrance+scroll+_2018/10/27 0:15:16_76%_86","1","1","0","0",
1920,"A_english_entrance+scroll+_2018/10/29 0:53:14_85%_67","1","1","0","0",
1921,"A_english_entrance+scroll+_2018/10/27 0:7:12_76%_65","1","1","0","0",
1922,"A_english_entrance+scroll+_2018/10/31 0:37:28_7%_22","1","1","0","0",
1923,"A_english_entrance+scroll+_2018/10/22 0:3:41_86%_48","1","1","0","0",
1924,"A_english_entrance+scroll+_2018/10/31 0:12:19_5%_14","1","1","0","0",
1925,"A_english_entrance+scroll+_2018/10/25 0:9:58_45%_34","1","1","0","0",
1926,"A_english_entrance+scroll+_2018/10/26 0:1:26_58%_41","1","1","0","0",
1927,"A_english_entrance+scroll+_2018/10/23 0:13:32_31%_10","1","1","0","0",
1928,"A_english_entrance+scroll+_2018/10/23 0:10:22_78%_75","1","1","0","0",
1929,"A_english_entrance+scroll+_2018/10/31 0:0:56_1%_3","1","1","0","0",
1930,"A_english_entrance+scroll+_2018/10/27 0:17:46_55%_82","1","1","0","0",
1931,"A_english_entrance+scroll+_2018/10/22 1:50:8_33%_112","1","1","0","0",
1932,"A_english_entrance+scroll+_2018/10/23 0:8:33_18%_13","1","1","0","0",
1933,"A_english_entrance+scroll+_2018/10/21 12:5:32_13%_5","1","1","0","0",
1934,"A_english_entrance+scroll+_2018/10/22 1:54:17_79%_269","1","1","0","0",
1935,"A_english_entrance+scroll+_2018/10/25 0:37:46_1%_6","1","1","0","0",
1936,"A_english_entrance+scroll+_2018/10/28 0:6:40_51%_24","1","1","0","0",
1937,"A_english_entrance+scroll+_2018/10/25 0:19:0_32%_14","1","1","0","0",
1938,"A_english_entrance+scroll+_2018/10/24 0:0:39_2%_9","1","1","0","0",
1939,"A_english_entrance+scroll+_2018/10/29 0:7:5_18%_22","1","1","0","0",
1940,"A_english_entrance+scroll+_2018/10/26 0:10:0_7%_4","1","1","0","0",
1941,"A_english_entrance+scroll+_2018/10/25 0:25:32_12%_14","1","1","0","0",
1942,"A_english_entrance+scroll+_2018/10/26 0:11:7_3%_42","1","1","0","0",
1943,"A_english_entrance+scroll+_2018/10/30 0:31:12_54%_101","1","1","0","0",
1944,"A_english_entrance+scroll+_2018/10/29 0:18:39_29%_22","1","1","0","0",
1945,"A_english_entrance+scroll+_2018/10/30 0:21:38_46%_21","1","1","0","0",
1946,"A_english_entrance+scroll+_2018/10/25 0:16:5_4%_4","1","1","0","0",
1947,"A_english_entrance+scroll+_2018/10/22 0:9:9_52%_44","1","1","0","0",
1948,"A_english_entrance+scroll+_2018/10/22 0:3:41_1%_4","1","1","0","0",
1949,"A_english_entrance+scroll+_2018/10/30 0:3:25_65%_18","1","1","0","0",
1950,"A_english_entrance+scroll+_2018/10/22 0:32:59_8%_13","1","1","0","0",
1951,"A_english_entrance+scroll+_2018/10/26 0:13:17_5%_18","1","1","0","0",
1952,"A_english_entrance+scroll+_2018/10/22 0:23:7_48%_47","1","1","0","0",
1953,"A_english_entrance+scroll+_2018/10/23 0:0:3_76%_39","1","1","0","0",
1954,"A_english_entrance+scroll+_2018/10/31 0:10:15_10%_11","1","1","0","0",
1955,"A_english_entrance+scroll+_2018/10/26 0:12:47_33%_7","1","1","0","0",
1956,"A_english_entrance+scroll+_2018/10/27 0:5:54_8%_14","1","1","0","0",
1957,"A_english_entrance+scroll+_2018/10/30 0:22:23_87%_55","1","1","0","0",
1958,"A_english_entrance+scroll+_2018/10/24 0:17:32_15%_11","1","1","0","0",
1959,"A_english_entrance+scroll+_2018/10/27 0:19:14_21%_33","1","1","0","0",
1960,"A_english_entrance+scroll+_2018/10/29 0:49:59_1%_4","1","1","0","0",
1961,"A_english_entrance+scroll+_2018/10/24 0:24:13_73%_122","1","1","0","0",
1962,"A_english_entrance+scroll+_2018/10/26 0:8:52_43%_31","1","1","0","0",
1963,"A_english_entrance+scroll+_2018/10/27 0:39:42_15%_11","1","1","0","0",
1964,"A_english_entrance+scroll+_2018/10/26 0:17:19_52%_34","1","1","0","0",
1965,"A_english_entrance+scroll+_2018/10/25 0:27:37_13%_11","1","1","0","0",
1966,"A_english_entrance+scroll+_2018/10/31 0:18:6_16%_12","1","1","0","0",
1967,"A_english_entrance+scroll+_2018/10/24 0:22:49_80%_136","1","1","0","0",
1968,"A_english_entrance+scroll+_2018/10/22 0:21:42_12%_35","1","1","0","0",
1969,"A_english_entrance+scroll+_2018/10/28 0:12:30_3%_4","1","1","0","0",
1970,"A_english_entrance+scroll+_2018/10/24 0:26:4_2%_5","1","1","0","0",
1971,"A_english_entrance+scroll+_2018/10/27 0:24:40_100%_52","1","1","0","0",
1972,"A_english_entrance+pay_success+_2018/10/31 0:17:40_4%_5_12","1","1","0","0",
1973,"A_english_entrance+scroll+_2018/10/29 0:38:57_44%_7","1","1","0","0",
1974,"A_english_entrance+scroll+_2018/10/31 0:3:44_43%_18","1","1","0","0",
1975,"A_english_entrance+scroll+_2018/10/30 0:31:12_86%_165","1","1","0","0",
1976,"A_english_entrance+scroll+_2018/10/23 0:1:9_7%_3","1","1","0","0",
1977,"A_english_entrance+scroll+_2018/10/29 23:59:59_10%_10","1","1","0","0",
1978,"A_english_entrance+scroll+_2018/10/27 0:26:24_100%_56","1","1","0","0",
1979,"A_english_entrance+scroll+_2018/10/30 0:22:30_25%_43","1","1","0","0",
1980,"A_english_entrance+scroll+_2018/10/27 0:22:38_90%_111","1","1","0","0",
1981,"A_english_entrance+scroll+_2018/10/23 0:2:43_43%_31","1","1","0","0",
1982,"A_english_entrance+scroll+_2018/10/26 0:19:35_8%_22","1","1","0","0",
1983,"A_english_entrance+scroll+_2018/10/28 0:5:34_62%_87","1","1","0","0",
1984,"A_english_entrance+scroll+_2018/10/25 0:30:12_22%_14","1","1","0","0",
1985,"A_english_entrance+scroll+_2018/10/24 0:14:35_83%_50","1","1","0","0",
1986,"A_english_entrance+scroll+_2018/10/22 0:5:15_4%_13","1","1","0","0",
1987,"A_english_entrance+scroll+_2018/10/30 0:17:11_4%_6","1","1","0","0",
1988,"A_english_entrance+scroll+_2018/10/30 0:43:51_40%_120","1","1","0","0",
1989,"A_english_entrance+scroll+_2018/10/26 0:8:51_3460%_85","1","1","0","0",
1990,"A_english_entrance+scroll+_2018/10/26 0:29:59_7%_12","1","1","0","0",
1991,"A_english_entrance+scroll+_2018/10/29 0:29:39_64%_56","1","1","0","0",
1992,"A_english_entrance+scroll+_2018/10/27 0:11:39_53%_37","1","1","0","0",
1993,"A_english_entrance+scroll+_2018/10/27 17:29:43_100%_542","1","1","0","0",
1994,"A_english_entrance+scroll+_2018/10/26 0:30:48_5%_6","1","1","0","0",
1995,"A_english_entrance+scroll+_2018/10/22 0:25:26_72%_24","1","1","0","0",
1996,"A_english_entrance+scroll+_2018/10/31 0:55:12_86%_31","1","1","0","0",
1997,"A_english_entrance+scroll+_2018/10/25 0:37:44_36%_18","1","1","0","0",
1998,"A_english_entrance+scroll+_2018/10/21 23:59:46_28%_23","1","1","0","0",
1999,"A_english_entrance+scroll+_2018/10/29 0:45:37_31%_86","1","1","0","0",
2000,"A_english_entrance+scroll+_2018/10/26 0:14:50_23%_45","1","1","0","0",
2001,"A_english_entrance+scroll+_2018/10/29 0:42:19_44%_33","1","1","0","0",
2002,"A_english_entrance+scroll+_2018/10/29 0:30:3_39%_19","1","1","0","0",
2003,"A_english_entrance+scroll+_2018/10/29 0:11:47_36%_24","1","1","0","0",
2004,"A_english_entrance+scroll+_2018/10/29 1:49:9_36%_17","1","1","0","0",
2005,"A_english_entrance+scroll+_2018/10/29 0:9:52_9%_17","1","1","0","0",
2006,"A_english_entrance+scroll+_2018/10/28 0:7:4_18%_17","1","1","0","0",
2007,"A_english_entrance+scroll+_2018/10/27 0:24:18_165%_43","1","1","0","0",
2008,"A_english_entrance+scroll+_2018/10/23 0:0:3_66%_37","1","1","0","0",
2009,"A_english_entrance+scroll+_2018/10/29 0:25:52_10%_7","1","1","0","0",
2010,"A_english_entrance+scroll+_2018/10/25 0:15:56_14%_9","1","1","0","0",
2011,"A_english_entrance+scroll+_2018/10/28 0:55:35_28%_23","1","1","0","0",
2012,"A_english_entrance+scroll+_2018/10/23 0:4:5_3%_9","1","1","0","0",
2013,"A_english_entrance+scroll+_2018/10/27 0:10:9_62%_45","1","1","0","0",
2014,"A_english_entrance+scroll+_2018/10/25 0:15:56_11%_7","1","1","0","0",
2015,"A_english_entrance+scroll+_2018/10/25 0:32:5_34%_21","1","1","0","0",
2016,"A_english_entrance+scroll+_2018/10/23 0:12:21_100%_70","1","1","0","0",
2017,"A_english_entrance+scroll+_2018/10/25 0:25:25_51%_70","1","1","0","0",
2018,"A_english_entrance+scroll+_2018/10/24 0:1:18_71%_48","1","1","0","0",
2019,"A_english_entrance+scroll+_2018/10/29 0:41:19_77%_54","1","1","0","0",
2020,"A_english_entrance+scroll+_2018/10/25 0:34:0_38%_41","1","1","0","0",
2021,"A_english_entrance+scroll+_2018/10/24 0:19:22_7%_9","1","1","0","0",
2022,"A_english_entrance+pay_success+_2018/10/23 0:6:11_100%_62_78","1","1","0","0",
2023,"A_english_entrance+scroll+_2018/10/27 0:12:18_51%_33","1","1","0","0",
2024,"A_english_entrance+scroll+_2018/10/24 0:13:30_8%_22","1","1","0","0",
2025,"A_english_entrance+scroll+_2018/10/30 0:48:54_39%_66","1","1","0","0",
2026,"A_english_entrance+scroll+_2018/10/29 0:2:55_15%_15","1","1","0","0",
2027,"A_english_entrance+scroll+_2018/10/30 0:38:30_19%_15","1","1","0","0",
2028,"A_english_entrance+scroll+_2018/10/27 0:25:22_89%_109","1","1","0","0",
2029,"A_english_entrance+scroll+_2018/10/24 0:28:52_9%_33","1","1","0","0",
2030,"A_english_entrance+scroll+_2018/10/27 0:16:21_100%_70","1","1","0","0",
2031,"A_english_entrance+scroll+_2018/10/28 0:50:44_26%_31","1","1","0","0",
2032,"A_english_entrance+scroll+_2018/10/27 0:44:17_2%_14","1","1","0","0",
2033,"A_english_entrance+scroll+_2018/10/26 0:11:11_76%_35","1","1","0","0",
2034,"A_english_entrance+scroll+_2018/10/22 0:4:26_61%_58","1","1","0","0",
2035,"A_english_entrance+scroll+_2018/10/28 0:38:6_84%_26","1","1","0","0",
2036,"A_english_entrance+scroll+_2018/10/28 1:12:52_41%_42","1","1","0","0",
2037,"A_english_entrance+scroll+_2018/10/27 0:0:30_5%_3","1","1","0","0",
2038,"A_english_entrance+scroll+_2018/10/31 0:0:56_31%_38","1","1","0","0",
2039,"A_english_entrance+scroll+_2018/10/31 0:42:17_17%_9","1","1","0","0",
2040,"A_english_entrance+scroll+_2018/10/29 0:9:36_47%_37","1","1","0","0",
2041,"A_english_entrance+scroll+_2018/10/28 0:26:44_1%_3","1","1","0","0",
2042,"A_english_entrance+scroll+_2018/10/24 23:59:50_100%_95","1","1","0","0",
2043,"A_english_entrance+scroll+_2018/10/23 0:4:41_17%_13","1","1","0","0",
2044,"A_english_entrance+scroll+_2018/10/24 0:8:34_27%_11","1","1","0","0",
2045,"A_english_entrance+scroll+_2018/10/31 0:55:12_9%_21","1","1","0","0",
2046,"A_english_entrance+scroll+_2018/10/30 19:23:13_NaN%_48","1","1","0","0",
2047,"A_english_entrance+scroll+_2018/10/25 0:15:24_66%_22","1","1","0","0",
2048,"A_english_entrance+scroll+_2018/10/25 0:37:44_14%_10","1","1","0","0",
2049,"A_english_entrance+scroll+_2018/10/22 0:37:45_5%_10","1","1","0","0",
2050,"A_english_entrance+scroll+_2018/10/28 0:33:16_35%_47","1","1","0","0",
2051,"A_english_entrance+scroll+_2018/10/22 3:7:7_10%_13","1","1","0","0",
2052,"A_english_entrance+scroll+_2018/10/30 0:4:28_6%_15","1","1","0","0",
2053,"A_english_entrance+scroll+_2018/10/28 0:29:23_55%_109","1","1","0","0",
2054,"A_english_entrance+scroll+_2018/10/31 0:3:16_6%_28","1","1","0","0",
2055,"A_english_entrance+scroll+_2018/10/28 0:50:44_70%_102","1","1","0","0",
2056,"A_english_entrance+scroll+_2018/10/31 0:32:24_9%_15","1","1","0","0",
2057,"A_english_entrance+scroll+_2018/10/29 0:23:26_47%_63","1","1","0","0",
2058,"A_english_entrance+scroll+_2018/10/31 0:11:37_42%_29","1","1","0","0",
2059,"A_english_entrance+scroll+_2018/10/28 0:37:25_50%_111","1","1","0","0",
2060,"A_english_entrance+scroll+_2018/10/31 0:38:14_1682%_79","1","1","0","0",
2061,"A_english_entrance+scroll+_2018/10/23 0:6:56_89%_71","1","1","0","0",
2062,"A_english_entrance+scroll+_2018/10/25 0:17:33_100%_5","1","1","0","0",
2063,"A_english_entrance+scroll+_2018/10/23 0:12:45_70%_48","1","1","0","0",
2064,"A_english_entrance+scroll+_2018/10/24 0:14:35_62%_45","1","1","0","0",
2065,"A_english_entrance+scroll+_2018/10/28 0:15:40_4%_9","1","1","0","0",
2066,"A_english_entrance+scroll+_2018/10/28 0:20:57_52%_109","1","1","0","0",
2067,"A_english_entrance+scroll+_2018/10/27 0:1:31_7%_4","1","1","0","0",
2068,"A_english_entrance+scroll+_2018/10/28 0:8:17_100%_56","1","1","0","0",
2069,"A_english_entrance+scroll+_2018/10/26 0:23:18_NaN%_4","1","1","0","0",
2070,"A_english_entrance+scroll+_2018/10/26 0:8:52_55%_57","1","1","0","0",
2071,"A_english_entrance+scroll+_2018/10/27 0:12:13_95%_15","1","1","0","0",
2072,"A_english_entrance+scroll+_2018/10/22 23:59:58_33%_94","1","1","0","0",
2073,"A_english_entrance+scroll+_2018/10/22 3:20:31_71%_32","1","1","0","0",
2074,"A_english_entrance+scroll+_2018/10/31 0:31:29_82%_38","1","1","0","0",
2075,"A_english_entrance+scroll+_2018/10/24 0:0:23_7%_10","1","1","0","0",
2076,"A_english_entrance+scroll+_2018/10/24 0:4:27_6%_7","1","1","0","0",
