,"全部事件 (类型+操作+标签)","事件总数","唯一访客事件数","事件价值","平均价值",
5893,"A_english_entrance+scroll+2619735130093154068_2018/8/16 0:2:40_70%_53","1","1","0","0",
5894,"ENGLISH+UID：2619735130083701642+http:/english/user/watering-e-6101-Request failed with status code 400","1","1","0","0",
5895,"A_english_entrance+scroll+2619735130093154631_2018/8/16 0:1:41_58%_170","1","1","0","0",
5896,"A_english_entrance+scroll+2619735130094154112_2018/8/18 3:38:38_24%_40","1","1","0","0",
5897,"ENGLISH+UID：2619735130092846519+http:/english/study/exam_answer-e-2223-Request failed with status code 400","1","1","0","0",
5898,"A_english_entrance+scroll+2619735130094176509_2018/8/18 5:42:49_1%_7","1","1","0","0",
5899,"A_english_entrance+scroll+2619735130093729232_2018/8/17 6:1:46_97%_88","1","1","0","0",
5900,"A_english_entrance+scroll+2619735130093660798_2018/8/17 0:15:52_31%_37","1","1","0","0",
5901,"ENGLISH+UID：2619735130085441572+http:/english/user/get_base_user_info-e-445-Network Error","1","1","0","0",
5902,"A_english_entrance+scroll+2619735130086054072_2018/8/16 0:44:24_4%_5","1","1","0","0",
5903,"A_english_entrance+scroll+2619735130093168241_2018/8/16 0:36:35_99%_69","1","1","0","0",
5904,"A_english_entrance+scroll+3123869426162553807_2018/8/17 5:1:27_88%_146","1","1","0","0",
5905,"A_english_entrance+scroll+2619735130079463464_2018/8/18 3:24:7_85%_36","1","1","0","0",
5906,"A_english_entrance+scroll+3123886820931196686_2018/8/17 0:34:11_2%_7","1","1","0","0",
5907,"ENGLISH+UID：2619735130093652745+http:/english/user/get_tree-e-749-Network Error","1","1","0","0",
5908,"A_english_entrance+scroll+2619735130092918882_2018/8/15 17:39:54_8%_7","1","1","0","0",
5909,"A_english_entrance+scroll+2619735130092918882_2018/8/15 17:39:54_9%_8","1","1","0","0",
5910,"A_english_entrance+scroll+2619735130094190224_2018/8/18 6:26:48_60%_154","1","1","0","0",
5911,"A_english_entrance+scroll+2619580092297407656_2018/8/17 5:56:14_58%_60","1","1","0","0",
5912,"A_english_entrance+scroll+3123869426162291406_2018/8/16 0:12:2_5%_8","1","1","0","0",
5913,"A_english_entrance+scroll+2619735130090135629_2018/8/16 0:3:44_22%_11","1","1","0","0",
5914,"A_english_entrance+scroll+2618666497924643507_2018/8/15 16:52:15_45_255","1","1","0","0",
5915,"A_english_entrance+scroll+2619735130083767020_2018/8/16 21:22:58_59%_164","1","1","0","0",
5916,"A_english_entrance+scroll+2619580092286107895_2018/8/17 0:33:9_90%_250","1","1","0","0",
5917,"A_english_entrance+scroll+2619735130093696623_2018/8/17 3:22:53_55%_63","1","1","0","0",
5918,"ENGLISH+UID：2619735130080258315+http:/english/user/watering-e-15387-Request failed with status code 400","1","1","0","0",
5919,"A_english_entrance+scroll+2619735130094108108_2018/8/18 0:34:1_37%_40","1","1","0","0",
5920,"A_english_entrance+scroll+2619735130094166372_2018/8/18 4:56:13_22%_43","1","1","0","0",
5921,"A_english_entrance+scroll+2619735130092640766_2018/8/17 3:32:53_1%_16","1","1","0","0",
5922,"A_english_entrance+scroll+2619735130092553460_2018/8/16 0:14:34_46%_42","1","1","0","0",
5923,"A_english_entrance+scroll+2619735130093168241_2018/8/16 0:36:35_72%_43","1","1","0","0",
5924,"A_english_entrance+scroll+2619735130094176509_2018/8/18 5:40:55_18%_23","1","1","0","0",
5925,"A_english_entrance+scroll+2619735130093692390_2018/8/17 2:51:5_3%_5","1","1","0","0",
5926,"A_english_entrance+scroll+2619735130092915654_2018/8/15 17:26:22_44%_48","1","1","0","0",
5927,"A_english_entrance+scroll+2618972521793501431_2018/8/16 0:25:42_66%_60","1","1","0","0",
5928,"A_english_entrance+scroll+2619580092248581977_2018/8/17 1:29:22_83%_75","1","1","0","0",
5929,"A_english_entrance+scroll+2619580092248581977_2018/8/17 1:36:12_81%_124","1","1","0","0",
5930,"A_english_entrance+scroll+2619735130093159751_2018/8/16 0:13:22_73%_13","1","1","0","0",
5931,"A_english_entrance+scroll+2619735130093154068_2018/8/16 0:2:40_81%_56","1","1","0","0",
5932,"A_english_entrance+scroll+2619735130093167808_2018/8/16 0:35:37_7%_17","1","1","0","0",
5933,"CHICKEN_VITALITY+UID：+http:/activity/vitality/get_user_info-e-17264-Network Error","1","1","0","0",
5934,"A_english_entrance+scroll+2619735130094161605_2018/8/18 4:28:15_27%_6","1","1","0","0",
5935,"A_english_entrance+scroll+2619735130093159751_2018/8/16 0:13:22_10%_6","1","1","0","0",
5936,"A_english_entrance+scroll+3123869426162553807_2018/8/17 5:1:27_3%_7","1","1","0","0",
5937,"ENGLISH+UID：2619735130087990558+http:/english/study/get_all_words-e-34168-timeout of 10000ms exceeded","1","1","0","0",
5938,"A_english_entrance+scroll+2619735130093665078_2018/8/17 0:32:38_7%_14","1","1","0","0",
5939,"A_english_entrance+scroll+2619735130093179081_2018/8/16 1:8:14_16%_19","1","1","0","0",
5940,"A_english_entrance+scroll+2619735130091376226_2018/8/15 17:54:6_75%_77","1","1","0","0",
5941,"A_english_entrance+scroll+2619735130094174774_2018/8/18 5:35:50_78%_17","1","1","0","0",
5942,"A_english_entrance+scroll+2619735130094107609_2018/8/18 0:6:36_98%_20","1","1","0","0",
5943,"A_english_entrance+scroll+2619735130093154060_2018/8/16 0:1:37_84%_75","1","1","0","0",
5944,"A_english_entrance+scroll+2619735130092916134_2018/8/15 17:31:6_9%_12","1","1","0","0",
5945,"A_english_entrance+scroll+2619735130093678793_2018/8/17 1:29:41_63%_78","1","1","0","0",
5946,"A_english_entrance+scroll+2619735130074095328_2018/8/16 0:43:16_100%_34","1","1","0","0",
5947,"A_english_entrance+scroll+2619735130093675439_2018/8/16 13:13:17_100%_49","1","1","0","0",
5948,"A_english_entrance+scroll+2619735130090031608_2018/8/15 18:16:52_26%_40","1","1","0","0",
5949,"A_english_entrance+scroll+2619735130093222549_2018/8/18 3:59:23_34%_7","1","1","0","0",
5950,"A_english_entrance+scroll+2619735130086073673_2018/8/17 0:4:17_58%_44","1","1","0","0",
5951,"A_english_entrance+scroll+2619735130093170415_2018/8/16 0:39:56_77%_87","1","1","0","0",
5952,"A_english_entrance+scroll+2619735130093158258_2018/8/16 0:11:33_13%_16","1","1","0","0",
5953,"A_english_entrance+scroll+2619735130093178115_2018/8/16 1:2:40_14%_17","1","1","0","0",
5954,"A_english_entrance+scroll+2619735130088119363_2018/8/16 0:13:9_54%_40","1","1","0","0",
5955,"A_english_entrance+scroll+2619735130094166372_2018/8/18 4:56:13_16%_33","1","1","0","0",
5956,"A_english_entrance+scroll+2619735130093167553_2018/8/16 0:32:41_81%_176","1","1","0","0",
5957,"A_english_entrance+scroll+2619735130092923095_2018/8/15 17:58:21_51%_12","1","1","0","0",
5958,"A_english_entrance+scroll+2619580092290243586_2018/8/15 18:15:31_45%_31","1","1","0","0",
5959,"A_english_entrance+scroll+3123869426162291406_2018/8/16 0:12:2_29%_22","1","1","0","0",
5960,"A_english_entrance+scroll+2619735130093170415_2018/8/16 0:39:56_78%_87","1","1","0","0",
5961,"ENGLISH+UID：2619735130080258315+http:/english/user/watering-e-13229-Request failed with status code 400","1","1","0","0",
5962,"A_english_entrance+scroll+2619735130093935502_2018/8/18 1:9:35_38%_16","1","1","0","0",
5963,"A_english_entrance+scroll+2619735130094132998_2018/8/18 1:35:0_4%_2","1","1","0","0",
5964,"A_english_entrance+scroll+2619735130093674685_2018/8/17 1:10:8_6%_7","1","1","0","0",
5965,"A_english_entrance+scroll+2619735130094137195_2018/8/18 3:56:23_24%_21","1","1","0","0",
5966,"A_english_entrance+scroll+2619735130093663618_2018/8/17 0:26:10_8%_18","1","1","0","0",
5967,"A_english_entrance+scroll+2619735130093175383_2018/8/16 1:3:5_8%_4","1","1","0","0",
5968,"A_english_entrance+scroll+2619735130084433945_2018/8/18 2:10:11_3%_196","1","1","0","0",
5969,"A_english_entrance+scroll+2619735130093300175_2018/8/18 0:3:41_20%_27","1","1","0","0",
5970,"ENGLISH+UID：2619735130078739196+http:/english/user/get_tree-e-20347-timeout of 10000ms exceeded","1","1","0","0",
5971,"A_english_entrance+scroll+3123932794209115425_2018/8/18 0:45:59_36%_34","1","1","0","0",
5972,"A_english_entrance+scroll+2619735130066479566_2018/8/17 1:24:45_15%_27","1","1","0","0",
5973,"A_english_entrance+scroll+2619735130092914180_2018/8/15 17:22:5_50%_22","1","1","0","0",
5974,"A_english_entrance+scroll+2619735130094180857_2018/8/18 5:58:29_11%_13","1","1","0","0",
5975,"A_english_entrance+scroll+2619182023911845179_2018/8/16 1:10:24_24%_24","1","1","0","0",
5976,"A_english_entrance+scroll+2619735130091376226_2018/8/15 17:54:6_61%_63","1","1","0","0",
5977,"A_english_entrance+scroll+2619735130093668093_2018/8/17 0:41:51_22%_7","1","1","0","0",
5978,"A_english_entrance+scroll+3123886820931204669_2018/8/16 0:4:23_38%_23","1","1","0","0",
5979,"A_english_entrance+scroll+2619735130093150796_2018/8/16 0:33:30_88%_118","1","1","0","0",
5980,"A_english_entrance+scroll+2619735130092925481_2018/8/15 18:13:25_61%_37","1","1","0","0",
5981,"A_english_entrance+scroll+2619735130093154631_2018/8/16 0:1:41_5%_16","1","1","0","0",
5982,"A_english_entrance+scroll+2619735130085749313_2018/8/15 17:37:38_14%_14","1","1","0","0",
5983,"A_english_entrance+scroll+2619735130092919267_2018/8/15 17:42:14_26%_11","1","1","0","0",
5984,"A_english_entrance+scroll+3123375669439230992_2018/8/17 0:11:6_83%_52","1","1","0","0",
5985,"A_english_entrance+scroll+2619735130093669113_2018/8/17 0:46:36_75%_50","1","1","0","0",
5986,"A_english_entrance+scroll+2619735130094173287_2018/8/18 5:28:22_52%_180","1","1","0","0",
5987,"A_english_entrance+scroll+3123869426162796969_2018/8/15 18:3:19_34%_33","1","1","0","0",
5988,"A_english_entrance+scroll+2619735130093698347_2018/8/17 3:32:34_42%_47","1","1","0","0",
5989,"A_english_entrance+scroll+2619735130094157968_2018/8/18 4:3:32_90%_58","1","1","0","0",
5990,"A_english_entrance+scroll+2619735130093162148_2018/8/16 0:20:46_5%_15","1","1","0","0",
5991,"A_english_entrance+scroll+2619735130089000660_2018/8/18 0:11:49_31%_20","1","1","0","0",
5992,"A_english_entrance+scroll+2619735130093169611_2018/8/16 0:37:36_22%_15","1","1","0","0",
5993,"A_english_entrance+scroll+2619735130074710223_2018/8/17 6:1:54_95%_9","1","1","0","0",
5994,"ENGLISH+UID：2619735130085191168+http:/v1/wechat/get_wchat_sign-e-476-Request failed with status code 502","1","1","0","0",
5995,"A_english_entrance+scroll+2619735130084433945_2018/8/18 2:10:11_84%_519","1","1","0","0",
5996,"A_english_entrance+scroll+2619580092281171486_2018/8/15 22:55:4_97%_1237","1","1","0","0",
5997,"ENGLISH+UID：2619735130085487938+http:/english/user/get_base_user_info-e-366-Network Error","1","1","0","0",
5998,"A_english_entrance+scroll+3123886820930342425_2018/8/16 0:53:13_6%_7","1","1","0","0",
5999,"A_english_entrance+scroll+2619580092253728869_2018/8/17 0:38:54_83%_101","1","1","0","0",
6000,"A_english_entrance+scroll+2619735130094186513_2018/8/18 6:15:52_20%_24","1","1","0","0",
6001,"A_english_entrance+scroll+2619735130093165367_2018/8/16 0:27:49_13%_122","1","1","0","0",
6002,"A_english_entrance+scroll+2619735130094104401_2018/8/18 0:0:42_46%_18","1","1","0","0",
6003,"ENGLISH+UID：2619580092298834733+http:/v1/cart/direct_pay-e-922-Request failed with status code 400","1","1","0","0",
6004,"A_english_entrance+scroll+2619735130081574548_2018/8/17 0:21:49_10%_6","1","1","0","0",
6005,"A_english_entrance+scroll+2619735130094129356_2018/8/18 1:30:5_NaN%_16","1","1","0","0",
6006,"A_english_entrance+scroll+2619735130091055292_2018/8/16 0:25:21_13%_5","1","1","0","0",
6007,"A_english_entrance+scroll+3123886820931196686_2018/8/17 0:34:11_3%_8","1","1","0","0",
6008,"A_english_entrance+scroll+2619735130093174301_2018/8/16 0:50:51_92%_87","1","1","0","0",
6009,"A_english_entrance+scroll+2619735130083933518_2018/8/17 0:0:12_9%_327","1","1","0","0",
6010,"A_english_entrance+scroll+3123841280335157530_2018/8/17 0:56:12_12%_23","1","1","0","0",
6011,"A_english_entrance+scroll+2619735130093165367_2018/8/16 0:33:20_11%_85","1","1","0","0",
6012,"A_english_entrance+scroll+2618972521794942259_2018/8/15 18:8:16_99%_28","1","1","0","0",
6013,"A_english_entrance+scroll+2619735130094107471_2018/8/18 0:6:49_1%_5","1","1","0","0",
6014,"A_english_entrance+scroll+2619735130093171393_2018/8/16 0:44:47_30%_30","1","1","0","0",
6015,"ENGLISH+UID：2619580092297308852+http:/english/user/get_base_user_info-e-433-Network Error","1","1","0","0",
6016,"ENGLISH+UID：2619735130077517314+http:/english/user/get_tree-e-968-Network Error","1","1","0","0",
6017,"A_english_entrance+scroll+2619735130074875445_2018/8/17 0:34:43_100%_75","1","1","0","0",
6018,"A_english_entrance+scroll+2619580092248581977_2018/8/17 1:36:12_4%_2","1","1","0","0",
6019,"A_english_entrance+scroll+2619735130092915512_2018/8/15 17:26:11_2%_10","1","1","0","0",
6020,"A_english_entrance+scroll+2619735130081727817_2018/8/16 0:0:42_20%_13","1","1","0","0",
6021,"A_english_entrance+scroll+2619735130091159409_2018/8/18 6:25:58_20%_33","1","1","0","0",
6022,"A_english_entrance+scroll+2619580092248503560_2018/8/17 0:35:59_12%_13","1","1","0","0",
6023,"A_english_entrance+scroll+2619735130094163854_2018/8/18 4:40:47_6%_28","1","1","0","0",
6024,"A_english_entrance+scroll+2619735130094107377_2018/8/18 0:5:58_77%_44","1","1","0","0",
6025,"A_english_entrance+scroll+2619735130093674986_2018/8/17 1:12:1_63%_69","1","1","0","0",
6026,"A_english_entrance+scroll+2619735130093300175_2018/8/18 0:3:41_18%_26","1","1","0","0",
6027,"A_english_entrance+scroll+2619735130094154112_2018/8/18 3:38:38_96%_223","1","1","0","0",
6028,"A_english_entrance+scroll+2619735130093175383_2018/8/16 0:56:35_100%_214","1","1","0","0",
6029,"A_english_entrance+scroll+2619735130084433945_2018/8/18 2:10:11_100%_583","1","1","0","0",
6030,"A_english_entrance+scroll+2619580092249445846_2018/8/17 1:5:7_55%_95","1","1","0","0",
6031,"A_english_entrance+scroll+2619735130094112913_2018/8/18 0:23:16_3%_2","1","1","0","0",
6032,"A_english_entrance+scroll+2619735130090165109_2018/8/16 0:49:5_1%_3","1","1","0","0",
6033,"A_english_entrance+scroll+2619735130093168241_2018/8/16 0:36:35_88%_64","1","1","0","0",
6034,"A_english_entrance+scroll+2619580092290243586_2018/8/15 18:15:31_10%_7","1","1","0","0",
6035,"A_english_entrance+scroll+3123375669439230992_2018/8/17 0:11:6_57%_33","1","1","0","0",
6036,"A_english_entrance+scroll+2618972521796448592_2018/8/16 0:51:34_4%_8","1","1","0","0",
6037,"A_english_entrance+scroll+2619735130092925481_2018/8/15 18:13:25_57%_30","1","1","0","0",
6038,"A_english_entrance+scroll+2619735130094104401_2018/8/18 0:0:42_29%_16","1","1","0","0",
6039,"ENGLISH+UID：2619735130092770076+http:/english/study/exam_answer-e-2182-Request failed with status code 400","1","1","0","0",
6040,"ENGLISH+UID：2618666497926347766+http:/english/user/watering-e-1051-Request failed with status code 400","1","1","0","0",
6041,"A_english_entrance+scroll+2619735130093661462_2018/8/17 0:22:18_19%_7","1","1","0","0",
6042,"ENGLISH+UID：2619580092297308852+http:/english/user/get_base_user_info-e-407-Network Error","1","1","0","0",
6043,"A_english_entrance+scroll+2619735130087647137_2018/8/15 17:26:54_16%_43","1","1","0","0",
6044,"A_english_entrance+scroll+2618666497924643507_2018/8/15 16:52:15_50_256","1","1","0","0",
6045,"ENGLISH+UID：2619735130088221043+http:/english/user/watering-e-10836-Request failed with status code 400","1","1","0","0",
6046,"A_english_entrance+scroll+2619735130093441167_2018/8/17 4:6:18_10%_18","1","1","0","0",
6047,"A_english_entrance+scroll+2619735130094103482_2018/8/18 0:0:13_4%_7","1","1","0","0",
6048,"A_english_entrance+scroll+2619735130093157535_2018/8/16 0:9:38_53%_28","1","1","0","0",
6049,"A_english_entrance+scroll+2618666497924643507_2018/8/15 17:13:55_19%_4","1","1","0","0",
6050,"A_english_entrance+scroll+2619735130094119914_2018/8/18 0:43:30_26%_17","1","1","0","0",
6051,"A_english_entrance+scroll+2619735130093165307_2018/8/16 0:28:46_99%_27","1","1","0","0",
6052,"A_english_entrance+scroll+2619735130094020841_2018/8/18 1:42:51_38%_78","1","1","0","0",
6053,"A_english_entrance+scroll+2619735130092386401_2018/8/15 17:54:33_20%_10","1","1","0","0",
6054,"A_english_entrance+scroll+2619735130093154341_2018/8/16 0:2:7_13%_10","1","1","0","0",
6055,"ENGLISH+UID：2618666497927755930+http:/english/user/watering-e-376-Request failed with status code 400","1","1","0","0",
6056,"english+/v1/training/get_training_user_info?_ajax_stamp_=1534309363757-e-2685-Request failed with status code 400+-","1","1","0","0",
6057,"A_english_entrance+scroll+2619735130093668212_2018/8/17 0:41:43_23%_13","1","1","0","0",
6058,"A_english_entrance+scroll+2619735130093653212_2018/8/17 0:0:13_17%_13","1","1","0","0",
6059,"A_english_entrance+scroll+2619735130093726494_2018/8/17 5:56:7_17%_18","1","1","0","0",
6060,"A_english_entrance+scroll+2619735130094129509_2018/8/18 1:17:6_53%_52","1","1","0","0",
6061,"A_english_entrance+scroll+2619735130093662197_2018/8/17 0:24:28_14%_18","1","1","0","0",
6062,"ENGLISH+UID：2619735130084974394+http:/english/user/watering-e-549-Request failed with status code 400","1","1","0","0",
6063,"A_english_entrance+scroll+2619735130093671320_2018/8/17 0:55:55_9%_5","1","1","0","0",
6064,"A_english_entrance+scroll+2619735130094129509_2018/8/18 1:17:6_43%_43","1","1","0","0",
6065,"A_english_entrance+scroll+2619580092253728869_2018/8/17 0:38:54_80%_87","1","1","0","0",
6066,"A_english_entrance+scroll+2619735130094107821_2018/8/18 0:17:27_95%_68","1","1","0","0",
6067,"A_english_entrance+scroll+2619735130093157595_2018/8/16 0:12:34_15%_10","1","1","0","0",
6068,"A_english_entrance+scroll+2619735130093154677_2018/8/16 0:2:46_34%_13","1","1","0","0",
6069,"A_english_entrance+scroll+2619735130093688661_2018/8/17 2:29:28_34%_24","1","1","0","0",
6070,"A_english_entrance+scroll+2619735130093163305_2018/8/16 0:36:59_8%_12","1","1","0","0",
6071,"A_english_entrance+scroll+2619735130087647137_2018/8/15 17:26:54_59%_50","1","1","0","0",
6072,"A_english_entrance+scroll+2619735130092921936_2018/8/15 17:50:25_70%_33","1","1","0","0",
6073,"A_english_entrance+scroll+2619735130093909530_2018/8/18 6:2:25_7%_13","1","1","0","0",
6074,"A_english_entrance+scroll+2618666497928183155_2018/8/18 0:30:26_55%_48","1","1","0","0",
6075,"A_english_entrance+scroll+2619735130094108108_2018/8/18 0:34:1_96%_76","1","1","0","0",
6076,"A_english_entrance+scroll+2619735130094107609_2018/8/18 0:6:36_6%_12","1","1","0","0",
6077,"A_english_entrance+scroll+2619735130092832552_2018/8/18 0:14:2_64%_17","1","1","0","0",
6078,"A_english_entrance+scroll+3123854473771116035_2018/8/16 0:23:31_80%_65","1","1","0","0",
6079,"A_english_entrance+scroll+2619735130089000660_2018/8/18 0:11:49_90%_67","1","1","0","0",
6080,"A_english_entrance+scroll+2619735130094129509_2018/8/18 1:17:6_NaN%_443","1","1","0","0",
6081,"A_english_entrance+scroll+2619735130080974411_2018/8/17 0:31:47_2%_13","1","1","0","0",
6082,"A_english_entrance+scroll+2619735130094137195_2018/8/18 4:0:53_20%_15","1","1","0","0",
6083,"A_english_entrance+scroll+2619735130092545927_2018/8/18 1:40:3_46%_28","1","1","0","0",
6084,"A_english_entrance+scroll+2619735130093659800_2018/8/17 0:12:52_86%_239","1","1","0","0",
6085,"A_english_entrance+scroll+2619735130090031608_2018/8/15 18:11:9_55%_9","1","1","0","0",
6086,"A_english_entrance+scroll+2619735130093153974_2018/8/16 0:1:21_89%_43","1","1","0","0",
6087,"A_english_entrance+scroll+2619735130094141440_2018/8/18 2:17:35_94%_95","1","1","0","0",
6088,"ENGLISH+UID：2619580092297308852+http:/english/study/reading_exam_list-e-422-Network Error","1","1","0","0",
6089,"A_english_entrance+scroll+3123841280335157530_2018/8/17 0:56:12_35%_45","1","1","0","0",
6090,"A_english_entrance+scroll+2619735130093658424_2018/8/17 0:10:21_43%_33","1","1","0","0",
6091,"A_english_entrance+scroll+2619735130092915915_2018/8/15 17:28:11_15%_11","1","1","0","0",
6092,"A_english_entrance+scroll+2619735130093658424_2018/8/17 0:11:16_83%_38","1","1","0","0",
6093,"A_english_entrance+scroll+2619735130094107377_2018/8/18 0:11:13_62%_46","1","1","0","0",
6094,"ENGLISH+UID：2619735130092846519+http:/english/study/exam_answer-e-2293-Request failed with status code 400","1","1","0","0",
6095,"A_english_entrance+scroll+3123869426162291406_2018/8/16 0:12:2_-1058%_121","1","1","0","0",
6096,"A_english_entrance+scroll+2619735130094137195_2018/8/18 4:0:53_22%_16","1","1","0","0",
6097,"A_english_entrance+scroll+2619735130093729232_2018/8/17 6:1:46_64%_80","1","1","0","0",
6098,"A_english_entrance+scroll+2619735130086054072_2018/8/16 0:36:56_33%_31","1","1","0","0",
6099,"A_english_entrance+scroll+2619735130091196982_2018/8/18 0:39:3_64%_53","1","1","0","0",
6100,"A_english_entrance+scroll+2619580092286107895_2018/8/17 1:1:18_7%_11","1","1","0","0",
6101,"A_english_entrance+scroll+2619735130092924296_2018/8/15 18:0:45_25%_18","1","1","0","0",
6102,"A_english_entrance+scroll+2619735130093154341_2018/8/16 0:2:7_28%_22","1","1","0","0",
6103,"A_english_entrance+scroll+2619735130093155845_2018/8/16 0:5:34_43%_25","1","1","0","0",
6104,"A_english_entrance+scroll+2619735130093683291_2018/8/17 1:57:52_36%_41","1","1","0","0",
6105,"A_english_entrance+scroll+2619735130093658424_2018/8/17 0:11:16_97%_47","1","1","0","0",
6106,"A_english_entrance+scroll+2619735130094193638_2018/8/18 6:36:21_62%_81","1","1","0","0",
6107,"A_english_entrance+scroll+2619735130094114976_2018/8/17 17:36:18_15%_17","1","1","0","0",
6108,"A_english_entrance+scroll+2619735130092916134_2018/8/15 17:31:6_38%_43","1","1","0","0",
6109,"A_english_entrance+scroll+2619735130087041047_2018/8/17 0:28:13_40%_41","1","1","0","0",
6110,"A_english_entrance+scroll+2619735130089898010_2018/8/16 0:23:20_-54%_7","1","1","0","0",
6111,"A_english_entrance+scroll+3123886820929620200_2018/8/16 0:5:18_3%_8","1","1","0","0",
6112,"A_english_entrance+scroll+2619735130093163305_2018/8/16 0:36:59_27%_20","1","1","0","0",
6113,"A_english_entrance+scroll+2619735130093173871_2018/8/16 0:49:16_35%_58","1","1","0","0",
6114,"A_english_entrance+scroll+2619735130093161943_2018/8/16 0:19:12_95%_60","1","1","0","0",
6115,"A_english_entrance+scroll+2619735130093671025_2018/8/17 0:53:30_83%_90","1","1","0","0",
6116,"A_english_entrance+scroll+2619735130094141440_2018/8/18 2:17:35_37%_41","1","1","0","0",
6117,"A_english_entrance+scroll+2619580092248581977_2018/8/17 1:29:22_32%_36","1","1","0","0",
6118,"A_english_entrance+scroll+2619735130094107609_2018/8/18 0:6:36_50%_18","1","1","0","0",
6119,"ENGLISH+UID：2619580092250242105+http:/english/study/get_handout-e-811-Network Error","1","1","0","0",
6120,"A_english_entrance+scroll+2619580092286107895_2018/8/17 1:1:18_28%_50","1","1","0","0",
6121,"A_english_entrance+scroll+2619580092291674467_2018/8/17 5:54:15_24%_41","1","1","0","0",
6122,"A_english_entrance+scroll+2619735130093163305_2018/8/16 0:36:59_-604%_45","1","1","0","0",
6123,"A_english_entrance+scroll+2619735130084877696_2018/8/16 0:18:28_100%_43","1","1","0","0",
6124,"A_english_entrance+scroll+2619735130094020841_2018/8/18 1:42:51_68%_149","1","1","0","0",
6125,"A_english_entrance+scroll+2619735130085306704_2018/8/16 0:53:31_3%_2","1","1","0","0",
6126,"A_english_entrance+scroll+12","1","1","0","0",
6127,"ENGLISH+UID：2619580092289703822+http:/english/user/get_tree-e-586-Network Error","1","1","0","0",
6128,"A_english_entrance+scroll+2619735130094106306_2018/8/18 0:3:16_33%_7","1","1","0","0",
6129,"A_english_entrance+scroll+2619735130093731421_2018/8/17 6:10:46_74%_88","1","1","0","0",
6130,"A_english_entrance+scroll+2619735130094166372_2018/8/18 4:56:13_46%_126","1","1","0","0",
6131,"A_english_entrance+scroll+2618666497928242771_2018/8/18 0:57:11_2%_3","1","1","0","0",
6132,"A_english_entrance+scroll+2619735130092922767_2018/8/15 17:55:57_43%_38","1","1","0","0",
6133,"ENGLISH+UID：2619735130080483809+http:/english/study/reading-e-20293-timeout of 10000ms exceeded","1","1","0","0",
6134,"A_english_entrance+scroll+2619735130093418514_2018/8/17 0:57:33_75%_62","1","1","0","0",
6135,"A_english_entrance+scroll+3123869426162291406_2018/8/16 0:5:40_1%_10","1","1","0","0",
6136,"A_english_entrance+scroll+2619735130093155845_2018/8/16 0:5:34_13%_13","1","1","0","0",
6137,"A_english_entrance+scroll+2619735130093171393_2018/8/16 0:44:47_67%_35","1","1","0","0",
6138,"A_english_entrance+scroll+2619735130092919590_2018/8/15 17:44:59_71%_102","1","1","0","0",
6139,"A_english_entrance+scroll+2619580092291495984_2018/8/18 0:20:5_80%_52","1","1","0","0",
6140,"A_english_entrance+scroll+2619735130093698347_2018/8/17 3:32:34_34%_23","1","1","0","0",
6141,"A_english_entrance+scroll+2619735130080873153_2018/8/15 17:30:17_29%_6","1","1","0","0",
6142,"A_english_entrance+scroll+2619735130094126455_2018/8/18 1:4:37_NaN%_53","1","1","0","0",
6143,"CHICKEN_VITALITY+UID：+http:/activity/vitality/question_result_info-e-11152-Network Error","1","1","0","0",
6144,"A_english_entrance+pay_success+3123869426162344145_2018/8/16 0:23:29_95%_3_19","1","1","0","0",
6145,"A_english_entrance+scroll+2619580092287050038_2018/8/17 0:30:44_27%_20","1","1","0","0",
6146,"A_english_entrance+scroll+2619735130093161943_2018/8/16 0:19:12_81%_57","1","1","0","0",
6147,"A_english_entrance+scroll+2619735130092921879_2018/8/15 17:48:35_17%_8","1","1","0","0",
6148,"A_english_entrance+scroll+2619735130093665761_2018/8/17 0:33:46_54%_65","1","1","0","0",
6149,"A_english_entrance+scroll+3123932794208700176_2018/8/16 0:26:25_47%_40","1","1","0","0",
6150,"A_english_entrance+scroll+3123375669439486851_2018/8/15 17:52:2_9%_14","1","1","0","0",
6151,"ENGLISH+UID：2619735130080258315+http:/english/user/watering-e-13092-Request failed with status code 400","1","1","0","0",
6152,"A_english_entrance+scroll+2619735130079463464_2018/8/18 3:24:7_3%_3","1","1","0","0",
6153,"A_english_entrance+scroll+2619580092249445846_2018/8/17 1:5:7_16%_26","1","1","0","0",
6154,"A_english_entrance+scroll+2619735130091196982_2018/8/18 0:39:3_50%_44","1","1","0","0",
6155,"english+/v1/training/get_content_list?_ajax_stamp_=1534281667764-e-786-Request failed with status code 400+-","1","1","0","0",
6156,"A_english_entrance+scroll+2619580092253728869_2018/8/17 0:38:54_40%_57","1","1","0","0",
6157,"ENGLISH+UID：3123854473770184352+http:/english/study/reading_exam_list-e-30439-timeout of 10000ms exceeded","1","1","0","0",
6158,"A_english_entrance+scroll+2619735130094171403_2018/8/18 5:18:9_17%_23","1","1","0","0",
6159,"A_english_entrance+scroll+2619735130092914180_2018/8/15 17:22:5_41%_21","1","1","0","0",
6160,"A_english_entrance+scroll+2619580092281171486_2018/8/15 22:55:4_90%_1174","1","1","0","0",
6161,"A_english_entrance+scroll+2619735130094107821_2018/8/18 0:17:27_79%_58","1","1","0","0",
6162,"ENGLISH+UID：2619735130084782410+http:/english/study/get_all_words-e-20246-timeout of 10000ms exceeded","1","1","0","0",
