,"全部事件 (类型+操作+标签)","事件总数","唯一访客事件数","事件价值","平均价值",
2945,"A_english_entrance+scroll+2619580092297407656_2018/8/17 5:56:14_45%_33","1","1","0","0",
2946,"A_english_entrance+scroll+2619735130093669113_2018/8/17 0:46:36_82%_56","1","1","0","0",
2947,"A_english_entrance+scroll+2619735130086073673_2018/8/17 0:4:17_15%_14","1","1","0","0",
2948,"A_english_entrance+scroll+2619580092248581977_2018/8/17 1:36:12_46%_55","1","1","0","0",
2949,"A_english_entrance+scroll+2619735130093172490_2018/8/16 0:47:20_86%_22","1","1","0","0",
2950,"A_english_entrance+scroll+2619735130093165367_2018/8/16 0:27:49_51%_165","1","1","0","0",
2951,"A_english_entrance+scroll+2619735130092346207_2018/8/16 0:30:25_31%_15","1","1","0","0",
2952,"A_english_entrance+scroll+2619580092249445846_2018/8/18 0:1:51_67%_11","1","1","0","0",
2953,"A_english_entrance+scroll+2619735130093164721_2018/8/16 0:25:58_10%_21","1","1","0","0",
2954,"A_english_entrance+scroll+2619735130093174301_2018/8/16 0:50:51_45%_39","1","1","0","0",
2955,"A_english_entrance+scroll+3123932794209115425_2018/8/18 0:45:59_70%_66","1","1","0","0",
2956,"ENGLISH+UID：2619580092248153502+http:/english/user/watering-e-4901-Request failed with status code 400","1","1","0","0",
2957,"A_english_entrance+scroll+2619735130093668093_2018/8/17 0:42:23_71%_38","1","1","0","0",
2958,"A_english_entrance+scroll+2619735130093153974_2018/8/16 0:1:21_10%_8","1","1","0","0",
2959,"A_english_entrance+scroll+2619735130087647137_2018/8/15 17:26:54_66%_60","1","1","0","0",
2960,"A_english_entrance+scroll+2619735130092121430_2018/8/18 1:8:48_10%_32","1","1","0","0",
2961,"A_english_entrance+scroll+2619735130093669113_2018/8/17 0:46:36_17%_11","1","1","0","0",
2962,"A_english_entrance+scroll+2619735130092922564_2018/8/15 17:54:22_80%_48","1","1","0","0",
2963,"A_english_entrance+scroll+2619580092286107895_2018/8/17 0:33:9_79%_227","1","1","0","0",
2964,"A_english_entrance+scroll+3123854473769725545_2018/8/18 5:47:51_21%_4","1","1","0","0",
2965,"A_english_entrance+scroll+2619580092294625023_2018/8/15 18:5:52_32%_6","1","1","0","0",
2966,"A_english_entrance+scroll+2619735130093178115_2018/8/16 1:2:40_97%_75","1","1","0","0",
2967,"A_english_entrance+scroll+2619735130093150796_2018/8/16 0:33:30_81%_100","1","1","0","0",
2968,"A_english_entrance+scroll+2619580092281171486_2018/8/15 22:55:4_28%_366","1","1","0","0",
2969,"A_english_entrance+scroll+2619735130091743412_2018/8/18 7:26:53_2%_5","1","1","0","0",
2970,"A_english_entrance+scroll+2619735130093167553_2018/8/16 0:32:41_66%_115","1","1","0","0",
2971,"ENGLISH+UID：2618666497924661061+http:/english/user/watering-e-1405-Request failed with status code 400","1","1","0","0",
2972,"ENGLISH+UID：2619735130077366077+http:/english/user/watering-e-9572-Request failed with status code 400","1","1","0","0",
2973,"A_english_entrance+scroll+2619735130092926322_2018/8/15 18:9:58_NaN%_54","1","1","0","0",
2974,"A_english_entrance+scroll+2619580092253728869_2018/8/17 0:38:54_3%_17","1","1","0","0",
2975,"A_english_entrance+scroll+2619735130093170415_2018/8/16 0:39:56_37%_40","1","1","0","0",
2976,"A_english_entrance+scroll+2619735130093731421_2018/8/17 6:10:46_59%_79","1","1","0","0",
2977,"A_english_entrance+scroll+2619735130086054072_2018/8/16 0:36:56_85%_96","1","1","0","0",
2978,"A_english_entrance+scroll+2619735130080157871_2018/8/16 0:31:58_26%_19","1","1","0","0",
2979,"A_english_entrance+scroll+2619735130086649415_2018/8/16 0:19:9_62%_18","1","1","0","0",
2980,"A_english_entrance+scroll+2619735130091652907_2018/8/17 0:39:6_100%_79","1","1","0","0",
2981,"A_english_entrance+scroll+2619735130068606457_2018/8/16 0:48:7_33%_46","1","1","0","0",
2982,"A_english_entrance+scroll+2618666497928164330_2018/8/18 3:48:28_21%_9","1","1","0","0",
2983,"A_english_entrance+scroll+2619735130080157871_2018/8/16 0:31:58_47%_30","1","1","0","0",
2984,"A_english_entrance+scroll+2619735130094163854_2018/8/18 4:40:47_100%_158","1","1","0","0",
2985,"A_english_entrance+scroll+2619735130094107377_2018/8/18 0:11:13_71%_58","1","1","0","0",
2986,"A_english_entrance+scroll+2619735130094107377_2018/8/18 0:11:13_100%_72","1","1","0","0",
2987,"A_english_entrance+scroll+2619182023910731264_2018/8/16 0:40:57_98%_30","1","1","0","0",
2988,"A_english_entrance+scroll+2619735130093165367_2018/8/16 0:33:20_10%_85","1","1","0","0",
2989,"A_english_entrance+scroll+2619735130091376226_2018/8/15 17:54:6_9%_12","1","1","0","0",
2990,"A_english_entrance+scroll+2619580092297407656_2018/8/17 5:56:14_2%_6","1","1","0","0",
2991,"A_english_entrance+scroll+2619580092249445846_2018/8/17 1:5:7_71%_118","1","1","0","0",
2992,"A_english_entrance+scroll+2619735130094176509_2018/8/18 5:42:49_20%_15","1","1","0","0",
2993,"A_english_entrance+scroll+2619735130093656908_2018/8/17 0:5:18_4%_10","1","1","0","0",
2994,"A_english_entrance+scroll+2619735130093441167_2018/8/17 4:6:18_6%_11","1","1","0","0",
2995,"A_english_entrance+scroll+2619735130094020841_2018/8/18 1:42:51_45%_106","1","1","0","0",
2996,"A_english_entrance+scroll+2619735130092926289_2018/8/15 18:9:21_72%_24","1","1","0","0",
2997,"A_english_entrance+scroll+2619735130092553460_2018/8/16 0:14:34_72%_50","1","1","0","0",
2998,"A_english_entrance+scroll+2619735130081574548_2018/8/17 0:22:1_40%_29","1","1","0","0",
2999,"A_english_entrance+scroll+3123869426160855127_2018/8/16 0:0:24_67%_62","1","1","0","0",
3000,"ENGLISH+UID：2619735130087990558+http:/english/user/get_base_user_info-e-20254-timeout of 10000ms exceeded","1","1","0","0",
3001,"A_english_entrance+scroll+2619580092281171486_2018/8/15 22:55:4_77%_1044","1","1","0","0",
3002,"A_english_entrance+scroll+2619735130093165368_2018/8/16 0:27:49_41%_24","1","1","0","0",
3003,"ENGLISH+UID：3123375669439360980+http:/v1/wechat/get_wchat_sign-e-354-Request failed with status code 502","1","1","0","0",
3004,"ENGLISH+UID：2619735130079459747+http:/english/user/watering-e-2296-Request failed with status code 400","1","1","0","0",
3005,"ENGLISH+UID：2619580092300258446+http:/english/study/get_handout_list-e-20290-timeout of 10000ms exceeded","1","1","0","0",
3006,"A_english_entrance+scroll+2619735130094123920_2018/8/18 0:59:44_3%_14","1","1","0","0",
3007,"A_english_entrance+scroll+2619735130091652907_2018/8/17 0:39:6_38%_5","1","1","0","0",
3008,"A_english_entrance+scroll+2619735130093656037_2018/8/17 0:2:17_41%_34","1","1","0","0",
3009,"english+/v1/training/get_training_user_info?_ajax_stamp_=1534317473178-e-1947-Request failed with status code 400+-","1","1","0","0",
3010,"ENGLISH+UID：2619735130083701642+http:/english/user/watering-e-18661-Request failed with status code 400","1","1","0","0",
3011,"A_english_entrance+scroll+2619735130094173287_2018/8/18 5:28:22_4%_9","1","1","0","0",
3012,"A_english_entrance+scroll+2619735130089455196_2018/8/17 0:29:19_57%_20","1","1","0","0",
3013,"A_english_entrance+scroll+2619580092248581977_2018/8/18 1:25:17_24%_23","1","1","0","0",
3014,"A_english_entrance+scroll+2619735130087647137_2018/8/15 17:26:54_77%_65","1","1","0","0",
3015,"A_english_entrance+scroll+2619735130094180857_2018/8/18 5:58:29_3%_11","1","1","0","0",
3016,"A_english_entrance+scroll+3123869426160855127_2018/8/16 0:0:24_31%_27","1","1","0","0",
3017,"A_english_entrance+scroll+3123932794209115425_2018/8/18 0:45:59_1%_11","1","1","0","0",
3018,"A_english_entrance+scroll+2619735130094129356_2018/8/18 1:30:5_NaN%_13","1","1","0","0",
3019,"A_english_entrance+scroll+2619735130092553460_2018/8/16 0:14:34_14%_23","1","1","0","0",
3020,"A_english_entrance+scroll+2619735130094190224_2018/8/18 6:26:48_67%_165","1","1","0","0",
3021,"english+/v1/training/get_training_user_info?_ajax_stamp_=1534525437562-e-423-Request failed with status code 400+-","1","1","0","0",
3022,"A_english_entrance+scroll+3123932794208942072_2018/8/16 0:0:48_2%_4","1","1","0","0",
3023,"english+/v1/training/today?_ajax_stamp_=1534281199802-e-417-Request failed with status code 400+-","1","1","0","0",
3024,"A_english_entrance+scroll+2619735130093658424_2018/8/17 0:10:21_18%_12","1","1","0","0",
3025,"A_english_entrance+scroll+2619735130092915654_2018/8/15 17:26:22_65%_75","1","1","0","0",
3026,"A_english_entrance+scroll+2619735130094107377_2018/8/18 0:5:58_73%_37","1","1","0","0",
3027,"A_english_entrance+scroll+2619735130093178115_2018/8/16 1:2:40_66%_44","1","1","0","0",
3028,"A_english_entrance+scroll+2619735130094114976_2018/8/17 17:36:18_29%_27","1","1","0","0",
3029,"ENGLISH+UID：2619580092290658480+http:/english/user/watering-e-567-Request failed with status code 400","1","1","0","0",
3030,"A_english_entrance+scroll+2619735130094163854_2018/8/18 4:40:47_53%_72","1","1","0","0",
3031,"A_english_entrance+scroll+2619580092294994197_2018/8/15 17:24:23_28%_33","1","1","0","0",
3032,"A_english_entrance+scroll+2619735130093678793_2018/8/17 1:29:41_85%_103","1","1","0","0",
3033,"A_english_entrance+scroll+2619735130094154018_2018/8/18 3:37:36_10%_13","1","1","0","0",
3034,"A_english_entrance+scroll+3123886820931196686_2018/8/17 0:34:11_19%_24","1","1","0","0",
3035,"A_english_entrance+scroll+2619580092249445846_2018/8/18 0:1:51_55%_11","1","1","0","0",
3036,"A_english_entrance+scroll+2619735130092919060_2018/8/15 17:41:34_4%_16","1","1","0","0",
3037,"A_english_entrance+scroll+2619735130093158258_2018/8/16 0:11:33_25%_996","1","1","0","0",
3038,"A_english_entrance+scroll+2619735130094129509_2018/8/18 1:17:6_58%_61","1","1","0","0",
3039,"A_english_entrance+scroll+2619735130093663618_2018/8/17 0:26:10_27%_38","1","1","0","0",
3040,"A_english_entrance+scroll+2619580092249445846_2018/8/18 0:1:51_93%_14","1","1","0","0",
3041,"A_english_entrance+scroll+2619735130093163305_2018/8/16 0:23:42_25%_19","1","1","0","0",
3042,"A_english_entrance+scroll+2619735130093169611_2018/8/16 0:37:36_38%_30","1","1","0","0",
3043,"A_english_entrance+scroll+3123932794208700176_2018/8/16 0:26:25_98%_74","1","1","0","0",
3044,"A_english_entrance+scroll+2619580092286107895_2018/8/17 0:33:9_46%_133","1","1","0","0",
3045,"ENGLISH+UID：2619735130092789618+http:/english/study/exam_answer-e-2454-Request failed with status code 400","1","1","0","0",
3046,"A_english_entrance+scroll+2619735130089751245_2018/8/15 23:59:28_32%_29","1","1","0","0",
3047,"A_english_entrance+scroll+2619735130092922564_2018/8/15 17:54:22_90%_53","1","1","0","0",
3048,"A_english_entrance+scroll+2618972521793805656_2018/8/18 6:30:19_51%_48","1","1","0","0",
3049,"A_english_entrance+scroll+2619735130093164721_2018/8/16 0:25:58_19%_25","1","1","0","0",
3050,"english+/v1/training/get_training_user_info?_ajax_stamp_=1534289616601-e-434-Request failed with status code 400+-","1","1","0","0",
3051,"A_english_entrance+scroll+2619498866798333590_2018/8/17 1:18:3_7%_4","1","1","0","0",
3052,"A_english_entrance+scroll+2619735130091673944_2018/8/16 0:46:1_9%_25","1","1","0","0",
3053,"english+/v1/training/get_training_user_info?_ajax_stamp_=1534309540050-e-2644-Request failed with status code 400+-","1","1","0","0",
3054,"A_english_entrance+scroll+2619735130091376226_2018/8/15 17:54:6_45%_40","1","1","0","0",
3055,"A_english_entrance+scroll+2619735130080157871_2018/8/16 0:31:58_16%_16","1","1","0","0",
3056,"A_english_entrance+scroll+2619735130093664569_2018/8/17 0:30:11_98%_45","1","1","0","0",
3057,"english+/v1/training/get_training_user_info?_ajax_stamp_=1534291336241-e-1121-Request failed with status code 400+-","1","1","0","0",
3058,"A_english_entrance+scroll+3123919978948989248_2018/8/18 1:6:52_-60%_28","1","1","0","0",
3059,"A_english_entrance+scroll+2619735130092362148_2018/8/17 5:58:21_2%_7","1","1","0","0",
3060,"A_english_entrance+scroll+2619735130093661462_2018/8/17 0:19:40_85%_78","1","1","0","0",
3061,"A_english_entrance+scroll+2619735130093657695_2018/8/17 0:8:10_15%_11","1","1","0","0",
3062,"A_english_entrance+scroll+2619735130093671025_2018/8/17 0:53:30_31%_44","1","1","0","0",
3063,"ENGLISH+UID：3123901955068939619+http:/english/study/reading-e-20216-timeout of 10000ms exceeded","1","1","0","0",
3064,"A_english_entrance+scroll+2619735130094173287_2018/8/18 5:28:22_34%_31","1","1","0","0",
3065,"ENGLISH+UID：2619580092290068939+http:/english/study/exam_answer-e-557-Network Error","1","1","0","0",
3066,"A_english_entrance+scroll+2619735130066479566_2018/8/17 1:24:45_51%_60","1","1","0","0",
3067,"A_english_entrance+scroll+2619735130091743412_2018/8/18 7:24:46_27%_37","1","1","0","0",
3068,"A_english_entrance+scroll+2619735130094103479_2018/8/18 0:0:9_17%_9","1","1","0","0",
3069,"A_english_entrance+scroll+2619735130093690804_2018/8/17 2:44:58_44%_70","1","1","0","0",
3070,"A_english_entrance+scroll+2619735130092009283_2018/8/15 17:31:43_34%_16","1","1","0","0",
3071,"A_english_entrance+scroll+2619735130094119914_2018/8/18 0:45:5_4%_4","1","1","0","0",
3072,"english+/v1/training/get_training_user_info?_ajax_stamp_=1534291243277-e-434-Request failed with status code 400+-","1","1","0","0",
3073,"english+/v1/training/get_training_user_info?_ajax_stamp_=1534281174642-e-922-Request failed with status code 400+-","1","1","0","0",
3074,"A_english_entrance+scroll+2619580092249445846_2018/8/17 1:5:7_99%_135","1","1","0","0",
3075,"ENGLISH+UID：2619735130077643207+http:/v1/wechat/get_wchat_sign-e-373-Request failed with status code 502","1","1","0","0",
3076,"A_english_entrance+scroll+2619735130094173287_2018/8/18 5:28:22_19%_25","1","1","0","0",
3077,"ENGLISH+UID：2619735130077366077+http:/english/user/watering-e-16760-Request failed with status code 400","1","1","0","0",
3078,"A_english_entrance+scroll+2619735130086073673_2018/8/17 0:4:17_4%_9","1","1","0","0",
3079,"A_english_entrance+scroll+2619735130094129356_2018/8/18 1:15:16_99%_41","1","1","0","0",
3080,"english+/v1/training/today?_ajax_stamp_=1534294291745-e-1019-Request failed with status code 400+-","1","1","0","0",
3081,"A_english_entrance+scroll+2619498866799759414_2018/8/16 1:6:16_15%_17","1","1","0","0",
3082,"A_english_entrance+scroll+2619735130094143687_2018/8/18 2:31:33_60%_21","1","1","0","0",
3083,"A_english_entrance+scroll+2619735130093665652_2018/8/17 0:34:9_25%_43","1","1","0","0",
3084,"A_english_entrance+scroll+2619735130093158258_2018/8/16 0:11:33_1%_10","1","1","0","0",
3085,"A_english_entrance+scroll+3123375669438844911_2018/8/15 23:59:59_13%_4","1","1","0","0",
3086,"A_english_entrance+scroll+2619735130094112228_2018/8/18 0:21:13_37%_22","1","1","0","0",
3087,"ENGLISH+UID：3123814823117790243+http:/v1/wechat/get_wchat_sign-e-2012-Request failed with status code 502","1","1","0","0",
3088,"A_english_entrance+scroll+2619735130082667779_2018/8/16 0:16:49_40%_18","1","1","0","0",
3089,"A_english_entrance+scroll+2619735130091652907_2018/8/17 0:39:6_98%_78","1","1","0","0",
3090,"A_english_entrance+scroll+2619735130092725559_2018/8/16 0:10:10_53%_7","1","1","0","0",
3091,"A_english_entrance+scroll+3123854473769725545_2018/8/18 5:47:51_66%_11","1","1","0","0",
3092,"A_english_entrance+scroll+3123869426162663083_2018/8/16 0:10:57_100%_4","1","1","0","0",
3093,"A_english_entrance+scroll+2619735130093653751_2018/8/17 0:1:10_82%_5","1","1","0","0",
3094,"A_english_entrance+scroll+2619735130093669113_2018/8/17 0:46:36_68%_48","1","1","0","0",
3095,"A_english_entrance+scroll+2619735130093657232_2018/8/17 0:6:55_27%_24","1","1","0","0",
3096,"ENGLISH+UID：2619735130092842812+http:/english/study/exam_answer-e-2795-Request failed with status code 400","1","1","0","0",
3097,"A_english_entrance+scroll+3123375669439665140_2018/8/15 17:39:38_5%_10","1","1","0","0",
3098,"A_english_entrance+scroll+2619735130092922368_2018/8/15 17:53:7_24%_24","1","1","0","0",
3099,"A_english_entrance+scroll+2619735130094173287_2018/8/18 5:28:22_99%_210","1","1","0","0",
3100,"A_english_entrance+scroll+2619735130094163854_2018/8/18 4:40:47_91%_150","1","1","0","0",
3101,"A_english_entrance+scroll+2619735130094190224_2018/8/18 6:26:48_22%_61","1","1","0","0",
3102,"A_english_entrance+scroll+2619735130093671025_2018/8/17 0:53:30_40%_57","1","1","0","0",
3103,"A_english_entrance+scroll+2619735130093150796_2018/8/16 0:33:30_98%_135","1","1","0","0",
3104,"A_english_entrance+scroll+2619735130093497282_2018/8/18 0:5:48_69%_37","1","1","0","0",
3105,"A_english_entrance+scroll+2619735130093159751_2018/8/16 0:13:22_101%_34","1","1","0","0",
3106,"A_english_entrance+scroll+2619735130094158277_2018/8/18 4:9:56_49%_52","1","1","0","0",
3107,"A_english_entrance+scroll+2619735130081574548_2018/8/17 0:24:35_16%_9","1","1","0","0",
3108,"A_english_entrance+scroll+2619735130093656528_2018/8/17 0:4:1_47%_33","1","1","0","0",
3109,"A_english_entrance+scroll+2619735130094190224_2018/8/18 6:26:48_78%_169","1","1","0","0",
3110,"A_english_entrance+scroll+2619735130092922368_2018/8/15 17:53:7_16%_15","1","1","0","0",
3111,"A_english_entrance+scroll+2619182023910731264_2018/8/16 0:40:57_18%_18","1","1","0","0",
3112,"A_english_entrance+scroll+2619735130093178174_2018/8/16 1:2:59_30%_16","1","1","0","0",
3113,"A_english_entrance+scroll+2619735130093167553_2018/8/16 0:32:41_37%_54","1","1","0","0",
3114,"A_english_entrance+scroll+2619735130081727817_2018/8/16 0:0:42_45%_22","1","1","0","0",
3115,"A_english_entrance+scroll+2619735130093663618_2018/8/17 0:26:10_75%_78","1","1","0","0",
3116,"A_english_entrance+scroll+2619735130093168241_2018/8/16 0:36:35_42%_24","1","1","0","0",
3117,"A_english_entrance+scroll+2619735130093428084_2018/8/17 1:18:33_36%_1577","1","1","0","0",
3118,"A_english_entrance+scroll+3123854473770080525_2018/8/17 0:18:55_20%_25","1","1","0","0",
3119,"A_english_entrance+scroll+2619735130093661462_2018/8/17 0:19:40_24%_13","1","1","0","0",
3120,"A_english_entrance+scroll+3123869426162291406_2018/8/16 0:12:2_79%_75","1","1","0","0",
3121,"A_english_entrance+scroll+2619735130092914241_2018/8/15 17:24:8_1%_2","1","1","0","0",
3122,"A_english_entrance+scroll+2619735130094103482_2018/8/18 0:0:13_65%_18","1","1","0","0",
3123,"A_english_entrance+scroll+2619735130093690804_2018/8/17 2:44:58_3%_7","1","1","0","0",
3124,"A_english_entrance+scroll+2619735130094104401_2018/8/18 0:0:42_12%_10","1","1","0","0",
3125,"ENGLISH+UID：2619735130073678035+http:/english/user/get_base_user_info-e-807-Network Error","1","1","0","0",
3126,"A_english_entrance+scroll+2619735130093691671_2018/8/17 2:48:17_60%_94","1","1","0","0",
3127,"A_english_entrance+scroll+3123375669439230992_2018/8/17 0:11:6_68%_39","1","1","0","0",
3128,"A_english_entrance+scroll+2618666497928183155_2018/8/18 0:30:26_40%_39","1","1","0","0",
3129,"A_english_entrance+scroll+2619580092249445846_2018/8/18 0:1:51_46%_10","1","1","0","0",
3130,"A_english_entrance+scroll+2619735130094108108_2018/8/18 0:8:14_100%_46","1","1","0","0",
3131,"A_english_entrance+scroll+2619735130094106832_2018/8/18 0:5:22_1%_3","1","1","0","0",
3132,"ENGLISH+UID：2619580092300223873+http:/english/user/get_tree-e-424-Network Error","1","1","0","0",
3133,"A_english_entrance+scroll+2619735130092922368_2018/8/15 17:52:42_5%_12","1","1","0","0",
3134,"A_english_entrance+scroll+2618666497924643507_2018/8/15 17:13:55_47%_32","1","1","0","0",
3135,"A_english_entrance+scroll+2619735130094186513_2018/8/18 6:15:52_11%_18","1","1","0","0",
3136,"A_english_entrance+scroll+2619735130093669113_2018/8/17 0:46:36_21%_11","1","1","0","0",
3137,"A_english_entrance+scroll+2619735130094137195_2018/8/18 3:58:25_18%_7","1","1","0","0",
3138,"A_english_entrance+scroll+2619735130091652907_2018/8/17 0:37:55_49%_61","1","1","0","0",
3139,"A_english_entrance+scroll+2618666497924643507_2018/8/15 16:52:15_33_36","1","1","0","0",
3140,"A_english_entrance+scroll+2619735130094134140_2018/8/18 1:37:20_52%_69","1","1","0","0",
3141,"ENGLISH+UID：2619735130077497193+http:/english/user/watering-e-2584-Request failed with status code 400","1","1","0","0",
3142,"A_english_entrance+scroll+2619735130094130206_2018/8/18 1:22:6_100%_45","1","1","0","0",
3143,"A_english_entrance+scroll+2619735130092922564_2018/8/15 17:54:22_13%_14","1","1","0","0",
3144,"A_english_entrance+scroll+2619735130093167553_2018/8/16 0:32:41_79%_176","1","1","0","0",
3145,"A_english_entrance+scroll+2619735130094108108_2018/8/18 0:8:14_57%_25","1","1","0","0",
3146,"A_english_entrance+scroll+2619735130093729232_2018/8/17 6:1:46_49%_75","1","1","0","0",
3147,"A_english_entrance+scroll+2619735130093663525_2018/8/17 0:26:19_43%_52","1","1","0","0",
3148,"A_english_entrance+scroll+2619735130093169611_2018/8/16 0:36:30_84%_37","1","1","0","0",
3149,"A_english_entrance+scroll+2619735130093497282_2018/8/18 0:5:48_65%_29","1","1","0","0",
3150,"A_english_entrance+scroll+2619735130092009283_2018/8/15 17:31:43_23%_13","1","1","0","0",
3151,"A_english_entrance+scroll+2619735130092921879_2018/8/15 17:48:35_36%_27","1","1","0","0",
3152,"A_english_entrance+scroll+3123841280335157530_2018/8/17 0:56:12_9%_17","1","1","0","0",
3153,"ENGLISH+UID：2619735130083723137+http:/english/user/watering-e-494-Request failed with status code 400","1","1","0","0",
3154,"ENGLISH+UID：2619735130085011393+http:/english/user/get_tree-e-670-Network Error","1","1","0","0",
3155,"A_english_entrance+scroll+2619735130093175383_2018/8/16 0:56:35_44%_111","1","1","0","0",
3156,"A_english_entrance+scroll+2619735130086054072_2018/8/16 0:36:56_3%_6","1","1","0","0",
3157,"A_english_entrance+scroll+2619735130093652852_2018/8/17 0:0:53_64%_74","1","1","0","0",
3158,"A_english_entrance+scroll+2619735130094137195_2018/8/18 3:58:25_100%_75","1","1","0","0",
3159,"A_english_entrance+scroll+2619735130094126455_2018/8/18 1:4:37_NaN%_55","1","1","0","0",
3160,"A_english_entrance+scroll+2619735130093168241_2018/8/16 0:35:34_40%_10","1","1","0","0",
3161,"A_english_entrance+scroll+2619580092296459718_2018/8/16 23:59:34_100%_46","1","1","0","0",
3162,"ENGLISH+UID：2619580092299783784+http:/english/user/watering-e-506-Request failed with status code 400","1","1","0","0",
3163,"A_english_entrance+scroll+2619735130093165367_2018/8/16 0:27:49_2%_10","1","1","0","0",
3164,"A_english_entrance+scroll+2619735130093153974_2018/8/16 0:1:21_80%_39","1","1","0","0",
3165,"ENGLISH+UID：2619735130079858041+http:/english/user/get_tree-e-29905-timeout of 10000ms exceeded","1","1","0","0",
3166,"A_english_entrance+scroll+2619735130093663618_2018/8/17 0:26:10_42%_58","1","1","0","0",
3167,"A_english_entrance+scroll+2619735130093165307_2018/8/16 0:27:31_51%_8","1","1","0","0",
3168,"A_english_entrance+scroll+2619735130093165307_2018/8/16 0:28:46_65%_17","1","1","0","0",
3169,"A_english_entrance+scroll+3123841280335157530_2018/8/17 0:56:12_33%_44","1","1","0","0",
3170,"A_english_entrance+scroll+2618972521794942259_2018/8/15 18:8:16_39%_13","1","1","0","0",
3171,"A_english_entrance+scroll+2618972521794345239_2018/8/16 0:10:26_19%_21","1","1","0","0",
3172,"A_english_entrance+scroll+2619735130093665600_2018/8/17 0:33:8_65%_41","1","1","0","0",
3173,"A_english_entrance+scroll+2619735130093665078_2018/8/17 0:32:38_3%_4","1","1","0","0",
3174,"A_english_entrance+scroll+3123869426162344145_2018/8/16 0:23:29_-1108%_21","1","1","0","0",
3175,"A_english_entrance+scroll+2619580092263158104_2018/8/18 0:10:16_57%_24","1","1","0","0",
3176,"A_english_entrance+scroll+2619735130094166372_2018/8/18 4:56:13_27%_64","1","1","0","0",
3177,"ENGLISH+UID：2619735130073625881+http:/english/study/reading_exam_list-e-20382-timeout of 10000ms exceeded","1","1","0","0",
3178,"ENGLISH+UID：2619182023907214470+http:/english/user/watering-e-140604-Request failed with status code 400","1","1","0","0",
3179,"A_english_entrance+scroll+3123886820930342425_2018/8/16 0:53:13_100%_65","1","1","0","0",
3180,"A_english_entrance+scroll+2619735130093696623_2018/8/17 3:22:53_95%_78","1","1","0","0",
3181,"A_english_entrance+scroll+2619735130094154018_2018/8/18 3:37:36_7%_12","1","1","0","0",
3182,"A_english_entrance+scroll+3123841280335157530_2018/8/17 0:56:12_32%_43","1","1","0","0",
3183,"A_english_entrance+scroll+2619735130093156238_2018/8/16 0:7:18_8%_8","1","1","0","0",
3184,"A_english_entrance+scroll+2619735130092597789_2018/8/16 0:25:26_55%_57","1","1","0","0",
3185,"A_english_entrance+scroll+2619735130094154112_2018/8/18 3:38:38_31%_66","1","1","0","0",
3186,"A_english_entrance+scroll+3123767259532597331_2018/8/16 0:42:43_77%_32","1","1","0","0",
3187,"A_english_entrance+scroll+2619735130093678793_2018/8/17 1:29:41_39%_48","1","1","0","0",
3188,"ENGLISH+UID：2619735130077366077+http:/english/user/watering-e-15823-Request failed with status code 400","1","1","0","0",
3189,"A_english_entrance+scroll+2619735130093156238_2018/8/16 0:7:18_10%_10","1","1","0","0",
3190,"A_english_entrance+scroll+2619735130074095328_2018/8/16 0:43:16_6%_6","1","1","0","0",
3191,"A_english_entrance+scroll+2619735130093175383_2018/8/16 0:56:35_63%_162","1","1","0","0",
3192,"ENGLISH+UID：2619735130084055142+http:/english/user/watering-e-521-Network Error","1","1","0","0",
3193,"A_english_entrance+scroll+2619735130080974411_2018/8/17 0:30:44_33%_24","1","1","0","0",
3194,"A_english_entrance+scroll+2619182023909021487_2018/8/17 6:6:40_4%_8","1","1","0","0",
3195,"A_english_entrance+scroll+2619735130092545927_2018/8/18 1:40:3_2770%_67","1","1","0","0",
3196,"A_english_entrance+scroll+2619735130093696623_2018/8/17 3:22:53_11%_12","1","1","0","0",
3197,"english+/v1/training/get_training_user_info?_ajax_stamp_=1534265449820-e-625-Request failed with status code 400+-","1","1","0","0",
3198,"ENGLISH+UID：2619735130084863337+http:/english/user/watering-e-578-Request failed with status code 400","1","1","0","0",
3199,"A_english_entrance+scroll+2619735130092553460_2018/8/16 0:14:34_83%_66","1","1","0","0",
3200,"A_english_entrance+scroll+2619735130088119363_2018/8/16 0:13:9_36%_32","1","1","0","0",
3201,"A_english_entrance+scroll+2619735130090412217_2018/8/17 0:22:59_7%_8","1","1","0","0",
3202,"A_english_entrance+scroll+2619735130093683291_2018/8/17 1:57:52_2%_4","1","1","0","0",
3203,"ENGLISH+UID：3123854473769644751+http:/english/user/get_base_user_info-e-495-Network Error","1","1","0","0",
3204,"A_english_entrance+scroll+2619735130091196982_2018/8/18 0:39:3_96%_69","1","1","0","0",
3205,"A_english_entrance+scroll+3123869426160855127_2018/8/16 0:0:24_21%_22","1","1","0","0",
3206,"A_english_entrance+scroll+2619735130092915915_2018/8/15 17:28:11_77%_20","1","1","0","0",
3207,"A_english_entrance+pay_success+2619735130093661462_2018/8/17 0:19:40_100%_91_104","1","1","0","0",
3208,"A_english_entrance+scroll+2619735130093714571_2018/8/17 9:9:54_30%_7","1","1","0","0",
3209,"A_english_entrance+scroll+2619580092293701308_2018/8/17 0:16:12_18%_11","1","1","0","0",
3210,"A_english_entrance+scroll+2618972521794345239_2018/8/16 0:10:26_8%_11","1","1","0","0",
3211,"A_english_entrance+scroll+2619735130091652907_2018/8/17 0:37:55_17%_25","1","1","0","0",
