序号,全部事件 (类型+操作+标签),事件总数,唯一访客事件数,事件价值,平均价值
,A_english_entrance+scroll+_2018/10/22 0:28:29_76%_20,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:1:28_70%_47,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:34:34_100%_81,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 1:55:14_33%_21,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:1:24_4%_2,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:1:39_18%_22,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:1:28_60%_43,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:14:49_5%_10,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:28:0_6%_19,1,1,0,0
,A_english_entrance+scroll+_2018/10/21 23:57:54_61%_133,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:2:20_4%_17,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:1:17_68%_23,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:12:21_64%_77,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:1:44_99%_136,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:7:6_31%_20,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:3:23_48%_128,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:22:38_31%_9,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:43:18_12%_7,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:15:9_83%_25,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:35:12_4%_14,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:2:36_20%_8,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:3:13_39%_16,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 23:59:48_2%_14,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:27:37_97%_163,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:19:17_5%_10,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 2:57:51_98%_150,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:12:50_2631%_119,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:16:9_11%_7,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:13:33_41%_19,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:17:15_7%_32,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:12:8_7%_6,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:49:28_79%_11,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:11:47_2%_3,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:6:11_10%_12,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 3:30:48_43%_54,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:14:34_99%_318,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:24:17_8%_12,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:9:7_2%_4,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:1:4_8%_18,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:18:17_5%_2,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:10:26_7%_17,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:37:44_36%_36,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:28:52_98%_120,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:1:31_17%_17,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:40:41_55%_94,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:16:55_21%_24,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:11:18_15%_9,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:8:10_73%_54,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:26:31_37%_49,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:16:41_16%_9,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:13:48_13%_7,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:8:6_81%_33,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 1:22:38_10%_4,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:17:27_73%_65,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:14:53_20%_28,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:11:39_30%_19,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:38:23_40%_4,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:13:17_6%_27,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:13:57_71%_19,1,1,0,0
,ENGLISH+UID：2619580092269463010+http:/english/user/watering-e-920-Request failed with status code 400,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:54:12_7%_13,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:17:15_2%_33,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:11:51_7%_6,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 17:14:35_24%_33,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:24:54_13%_22,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:3:21_15%_27,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:38:1_11%_32,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:23:59_41%_35,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:4:39_3%_28,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:5:24_9%_19,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:39:59_31%_21,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:8:40_10%_11,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:0:0_35%_16,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:9:39_2%_13,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:26:19_2%_17,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:12:21_30%_20,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:5:10_26%_40,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:29:25_73%_38,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:2:29_1%_3,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:1:45_90%_1257,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:15:50_63%_47,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:10:9_60%_42,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:11:22_34%_18,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 23:39:43_87%_1831,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:4:26_15%_20,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:24:56_20%_27,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:30:3_63%_23,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:2:3_22%_74,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:6:16_77%_38,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:0:37_67%_32,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 1:55:14_18%_10,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:23:59_49%_38,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:20:35_96%_95,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 23:59:58_50%_136,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:0:19_51%_43,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:0:0_47%_20,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:4:46_44%_253,1,1,0,0
,A_english_entrance+pay_success+_2018/10/28 0:13:57_3%_2_21,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:4:42_22%_17,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:1:45_36%_1114,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:14:42_56%_49,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:27:18_82%_60,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:13:46_8%_14,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:13:40_14%_6,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 23:57:41_51%_146,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 23:57:24_38%_193,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:31:12_35%_58,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:42:30_84%_27,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:0:0_58%_38,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:24:48_2%_2,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:4:42_46%_19,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:38:23_68%_5,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:10:22_74%_68,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:6:35_4%_6,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:10:30_1%_8,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 23:39:12_79%_1691,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:12:50_3010%_123,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:5:8_3%_21,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:13:1_43%_41,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:8:27_9%_31,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:24:13_34%_38,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:6:13_60%_44,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:15:25_99%_103,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:25:14_67%_18,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:26:52_42%_35,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:5:0_64%_20,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:29:46_34%_30,1,1,0,0
,ENGLISH+UID：2619580092289760716+http:/english/study/get_handout-e-20230-timeout of 10000ms exceeded,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:4:2_41%_68,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:5:55_12%_17,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:0:5_17%_19,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:40:8_16%_7,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:30:56_98%_25,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:7:33_80%_130,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:29:46_14%_21,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:1:9_21%_6,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:16:7_76%_83,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:44:59_11%_25,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:41:14_40%_116,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:37:32_56%_85,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:22:47_2%_2,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:9:49_8%_6,1,1,0,0
,ENGLISH+UID：2619735130115059876+http:/english/study/exam_answer-e-2229-Request failed with status code 400,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:21:42_63%_66,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:49:4_97%_91,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:35:39_55%_41,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:14:57_30%_6,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:11:39_79%_7,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:0:23_4%_8,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 1:40:17_65%_62,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:26:25_23%_8,1,1,0,0
,ENGLISH+UID：2619735130116167628+http:/english/study/exam_answer-e-2255-Request failed with status code 400,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:16:41_18%_11,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:9:45_77%_41,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:39:1_84%_68,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 23:58:55_10442%_72,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:34:7_82%_102,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:42:24_14%_33,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:44:54_8%_2,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:8:40_17%_13,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:22:49_76%_130,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:23:35_5%_10,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 1:28:50_63%_150,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:15:36_43%_20,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:11:19_4%_8,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:33:54_18%_56,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:12:18_40%_31,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:14:42_11%_10,1,1,0,0
,A_english_entrance+scroll+_2018/10/21 23:59:46_44%_32,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:28:39_3%_4,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:2:55_25%_17,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:49:4_63%_74,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:0:52_23%_18,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:0:42_5%_5,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 3:3:53_22%_28,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:5:4_65%_17,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:22:30_12%_13,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:27:2_43%_34,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:19:49_3%_6,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 1:22:54_1%_6,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:30:12_46%_23,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:19:0_4%_3,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:7:8_100%_6,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:7:12_44%_40,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:28:6_78%_87,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:27:37_70%_131,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:0:15_29%_48,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:32:4_23%_24,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:15:55_29%_23,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 1:12:52_20%_36,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:3:23_72%_179,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:20:57_68%_143,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:34:37_57%_65,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:15:9_32%_22,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:31:8_12%_10,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:7:12_34%_35,1,1,0,0
,A_english_entrance+scroll+_2018/10/21 12:2:43_6%_28,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:41:59_9%_6,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:8:2_81%_51,1,1,0,0
,A_english_entrance+scroll+_2018/10/21 23:59:48_100%_130,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:7:40_11%_23,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:15:18_15%_15,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:34:37_46%_52,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 1:55:14_52%_62,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:25:14_45%_6,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:6:49_7%_11,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:4:41_28%_25,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:1:22_45%_12,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:33:56_4%_10,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:1:44_87%_114,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:11:11_-27036%_153,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:1:4_100%_52,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:1:17_65%_22,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:20:20_1%_3,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:4:20_94%_67,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:25:26_73%_24,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:50:24_100%_9,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:3:41_-2%_2,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:12:46_NaN%_261,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:33:15_8%_12,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:21:1_39%_258,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:5:39_19%_5,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:22:42_7%_6,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:54:12_1%_7,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:42:59_20%_23,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:14:23_97%_185,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:15:4_9%_18,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:2:15_26%_9,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:2:45_90%_72,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:13:27_96%_262,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:6:55_42%_46,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:7:20_8%_8,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 9:12:59_204%_59,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:7:3_2%_3,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:36:48_8%_8,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 1:4:4_24%_37,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:6:11_1489%_99,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:5:56_28%_18,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:13:41_80%_136,1,1,0,0
,ENGLISH+UID：2619735130100515647+http:/english/study/get_word_translate-e-21236-timeout of 10000ms exceeded,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:23:7_37%_39,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:1:38_232%_68,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:16:55_88%_119,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:2:3_61%_78,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:27:1_31%_13,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 23:39:43_82%_1825,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:5:10_74%_82,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:7:48_100%_12,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:23:56_61%_32,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:38:6_22%_22,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 17:29:43_81%_18,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:39:5_20%_9,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:23:26_2%_6,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:16:0_6%_3,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:4:22_4%_3,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:3:25_33%_13,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 23:59:58_22%_56,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:38:14_78%_28,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:13:30_18%_26,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:24:50_48%_5,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:22:34_89%_79,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:8:15_22%_9,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:10:23_3%_7,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:27:37_29%_37,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:36:40_5%_6,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:2:50_42%_16,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:25:59_82%_85,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:1:44_40%_59,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 1:2:24_11%_13,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:31:12_6%_8,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:32:46_32%_40,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:12:50_52%_56,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:12:2_70%_16,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:31:54_50%_81,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 23:59:58_2%_9,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:43:16_34%_12,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:8:50_100%_13,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:27:32_17%_20,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:6:41_17%_22,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:6:12_19%_13,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:10:0_3%_16,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:13:33_3%_2,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:36:41_12%_4,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:18:7_83%_49,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 23:59:55_72%_45,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:10:57_5%_7,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:42:37_6%_49,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:20:41_62%_111,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:18:38_16%_7,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:14:34_75%_217,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:47:7_55%_25,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:28:6_6%_26,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:19:22_17%_17,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:15:50_35%_21,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:23:57_25%_26,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:12:46_30%_223,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:34:4_100%_121,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:7:43_20%_17,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:42:35_5%_8,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:19:0_33%_15,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:37:55_84%_147,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:46:42_12%_12,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:2:22_65%_468,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:28:6_22%_41,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:24:54_42%_37,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:35:43_13%_9,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:8:37_28%_36,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:36:14_2%_10,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:2:12_92%_92,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:24:46_83%_140,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:15:29_99%_43,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:24:26_56%_24,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:15:10_18%_23,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:13:28_79%_128,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:6:8_12%_18,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:40:39_97%_77,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:49:34_2%_12,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:55:58_33%_79,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:36:32_56%_74,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:7:48_40%_8,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:17:29_26%_4,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:1:32_5%_8,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:54:57_17%_6,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:8:6_100%_429,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:1:17_100%_31,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:13:27_55%_122,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 23:59:50_14%_21,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:8:7_11%_11,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:1:37_100%_58,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:1:58_15%_29,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:25:26_10%_4,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:8:33_52%_45,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:20:13_14%_14,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:15:16_18%_21,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:2:55_848%_81,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:1:45_38%_1120,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:42:28_12%_3,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:8:27_32%_42,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:15:40_4%_9,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 23:39:43_79%_1818,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:22:22_64%_32,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:0:17_90%_146,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:43:2_2%_12,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 20:17:28_22%_35,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:14:45_50%_24,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:5:8_66%_17,1,1,0,0
