# ----------------------------------------
# 全部网站数据
# 热门事件
# 20190717-20190720
# ----------------------------------------

事件标签,事件总数,唯一身份事件数,事件价值,平均价值
2619735130098042008_2019/7/20 21:43:43_-5%_4,1,1,0,0.00
2619735130099413949_2019/7/20 21:3:12_1%_9,1,1,0,0.00
2619735130099413949_2019/7/20 21:3:12_10%_15,1,1,0,0.00
2619735130099413949_2019/7/20 21:3:12_11%_16,1,1,0,0.00
2619735130099413949_2019/7/20 21:3:12_12%_17,1,1,0,0.00
2619735130099413949_2019/7/20 21:3:12_13%_19,1,1,0,0.00
2619735130099413949_2019/7/20 21:3:12_15%_25,1,1,0,0.00
2619735130099413949_2019/7/20 21:3:12_16%_26,1,1,0,0.00
2619735130099413949_2019/7/20 21:3:12_17%_31,1,1,0,0.00
2619735130099413949_2019/7/20 21:3:12_18%_32,1,1,0,0.00
2619735130099413949_2019/7/20 21:3:12_19%_34,1,1,0,0.00
2619735130099413949_2019/7/20 21:3:12_2%_10,1,1,0,0.00
2619735130099413949_2019/7/20 21:3:12_21%_34,1,1,0,0.00
2619735130099413949_2019/7/20 21:3:12_22%_37,1,1,0,0.00
2619735130099413949_2019/7/20 21:3:12_23%_37,1,1,0,0.00
2619735130099413949_2019/7/20 21:3:12_24%_39,1,1,0,0.00
2619735130099413949_2019/7/20 21:3:12_26%_39,1,1,0,0.00
2619735130099413949_2019/7/20 21:3:12_29%_40,1,1,0,0.00
2619735130099413949_2019/7/20 21:3:12_31%_44,1,1,0,0.00
2619735130099413949_2019/7/20 21:3:12_32%_46,1,1,0,0.00
2619735130099413949_2019/7/20 21:3:12_34%_50,1,1,0,0.00
2619735130099413949_2019/7/20 21:3:12_36%_51,1,1,0,0.00
2619735130099413949_2019/7/20 21:3:12_37%_53,1,1,0,0.00
2619735130099413949_2019/7/20 21:3:12_39%_55,1,1,0,0.00
2619735130099413949_2019/7/20 21:3:12_42%_57,1,1,0,0.00
2619735130099413949_2019/7/20 21:3:12_5%_11,1,1,0,0.00
2619735130099413949_2019/7/20 21:3:12_7%_11,1,1,0,0.00
2619735130099413949_2019/7/20 21:3:12_8%_14,1,1,0,0.00
2619735130099452254_2019/7/18 11:31:22_12%_15,1,1,0,0.00
2619735130099452254_2019/7/18 11:31:22_2%_9,1,1,0,0.00
2619735130099452254_2019/7/18 11:31:22_27%_19,1,1,0,0.00
2619735130099452254_2019/7/18 11:31:22_3%_11,1,1,0,0.00
2619735130099452254_2019/7/18 11:31:22_30%_19,1,1,0,0.00
2619735130099452254_2019/7/18 11:31:22_31%_22,1,1,0,0.00
2619735130099452254_2019/7/18 11:31:22_34%_28,1,1,0,0.00
2619735130099452254_2019/7/18 11:31:22_44%_35,1,1,0,0.00
2619735130099452254_2019/7/18 11:31:22_46%_38,1,1,0,0.00
2619735130099452254_2019/7/18 11:31:22_50%_40,1,1,0,0.00
2619735130099452254_2019/7/18 11:31:22_57%_41,1,1,0,0.00
2619735130099452254_2019/7/18 11:31:22_8%_14,1,1,0,0.00
2619735130099452254_2019/7/18 11:31:22_96%_45,1,1,0,0.00
2619735130100463227_2019/7/20 9:19:43_-233%_107,1,1,0,0.00
2619735130100463227_2019/7/20 9:19:43_-24%_4,1,1,0,0.00
2619735130100463227_2019/7/20 9:19:43_100%_105,1,1,0,0.00
2619735130100463227_2019/7/20 9:19:43_100%_3,1,1,0,0.00
2619735130100463227_2019/7/20 9:19:43_12%_8,1,1,0,0.00
2619735130100463227_2019/7/20 9:19:43_23%_9,1,1,0,0.00
2619735130100463227_2019/7/20 9:19:43_77%_104,1,1,0,0.00
2619735130100684431_2019/7/19 23:42:46_1%_10,1,1,0,0.00
2619735130100684431_2019/7/19 23:42:46_100%_63,1,1,0,0.00
2619735130100684431_2019/7/19 23:42:46_11%_12,1,1,0,0.00
2619735130100684431_2019/7/19 23:42:46_13%_21,1,1,0,0.00
2619735130100684431_2019/7/19 23:42:46_19%_22,1,1,0,0.00
2619735130100684431_2019/7/19 23:42:46_23%_23,1,1,0,0.00
2619735130100684431_2019/7/19 23:42:46_26%_27,1,1,0,0.00
2619735130100684431_2019/7/19 23:42:46_29%_28,1,1,0,0.00
2619735130100684431_2019/7/19 23:42:46_32%_35,1,1,0,0.00
2619735130100684431_2019/7/19 23:42:46_33%_36,1,1,0,0.00
2619735130100684431_2019/7/19 23:42:46_4%_11,1,1,0,0.00
2619735130100684431_2019/7/19 23:42:46_47%_38,1,1,0,0.00
2619735130100684431_2019/7/19 23:42:46_54%_38,1,1,0,0.00
2619735130100684431_2019/7/19 23:42:46_58%_42,1,1,0,0.00
2619735130100684431_2019/7/19 23:42:46_64%_42,1,1,0,0.00
2619735130100684431_2019/7/19 23:42:46_66%_43,1,1,0,0.00
2619735130100684431_2019/7/19 23:42:46_7%_11,1,1,0,0.00
2619735130100684431_2019/7/19 23:42:46_71%_44,1,1,0,0.00
2619735130100684431_2019/7/19 23:42:46_72%_46,1,1,0,0.00
2619735130100684431_2019/7/19 23:42:46_75%_47,1,1,0,0.00
2619735130100684431_2019/7/19 23:42:46_78%_50,1,1,0,0.00
2619735130100684431_2019/7/19 23:42:46_84%_51,1,1,0,0.00
2619735130100684431_2019/7/19 23:42:46_90%_56,1,1,0,0.00
2619735130100684431_2019/7/19 23:42:46_91%_59,1,1,0,0.00
2619735130100684431_2019/7/19 23:42:46_97%_62,1,1,0,0.00
2619735130100684431_2019/7/19 23:42:46_99%_63,1,1,0,0.00
2619735130101691424_2019/7/19 21:9:58_100%_36,1,1,0,0.00
2619735130101691424_2019/7/19 21:9:58_14%_16,1,1,0,0.00
2619735130101691424_2019/7/19 21:9:58_2%_6,1,1,0,0.00
2619735130101691424_2019/7/19 21:9:58_20%_18,1,1,0,0.00
2619735130101691424_2019/7/19 21:9:58_23%_20,1,1,0,0.00
2619735130101691424_2019/7/19 21:9:58_25%_21,1,1,0,0.00
2619735130101691424_2019/7/19 21:9:58_29%_22,1,1,0,0.00
2619735130101691424_2019/7/19 21:9:58_36%_23,1,1,0,0.00
2619735130101691424_2019/7/19 21:9:58_4%_7,1,1,0,0.00
2619735130101691424_2019/7/19 21:9:58_48%_25,1,1,0,0.00
2619735130101691424_2019/7/19 21:9:58_5%_8,1,1,0,0.00
2619735130101691424_2019/7/19 21:9:58_56%_25,1,1,0,0.00
2619735130101691424_2019/7/19 21:9:58_57%_27,1,1,0,0.00
2619735130101691424_2019/7/19 21:9:58_68%_30,1,1,0,0.00
2619735130101691424_2019/7/19 21:9:58_78%_31,1,1,0,0.00
2619735130101691424_2019/7/19 21:9:58_79%_31,1,1,0,0.00
2619735130101691424_2019/7/19 21:9:58_90%_32,1,1,0,0.00
2619735130101691424_2019/7/19 21:9:58_95%_33,1,1,0,0.00
2619735130101691424_2019/7/19 21:9:58_99%_35,1,1,0,0.00
2619735130102808569_2019/7/19 7:26:31_100%_71,1,1,0,0.00
2619735130102808569_2019/7/19 7:26:31_13%_24,1,1,0,0.00
2619735130102808569_2019/7/19 7:26:31_2%_10,1,1,0,0.00
2619735130102808569_2019/7/19 7:26:31_22%_26,1,1,0,0.00
2619735130102808569_2019/7/19 7:26:31_23%_28,1,1,0,0.00
2619735130102808569_2019/7/19 7:26:31_25%_31,1,1,0,0.00
2619735130102808569_2019/7/19 7:26:31_26%_32,1,1,0,0.00
2619735130102808569_2019/7/19 7:26:31_29%_34,1,1,0,0.00
2619735130102808569_2019/7/19 7:26:31_31%_36,1,1,0,0.00
2619735130102808569_2019/7/19 7:26:31_33%_37,1,1,0,0.00
2619735130102808569_2019/7/19 7:26:31_35%_38,1,1,0,0.00
2619735130102808569_2019/7/19 7:26:31_4%_11,1,1,0,0.00
2619735130102808569_2019/7/19 7:26:31_42%_39,1,1,0,0.00
2619735130102808569_2019/7/19 7:26:31_44%_40,1,1,0,0.00
2619735130102808569_2019/7/19 7:26:31_5%_22,1,1,0,0.00
2619735130102808569_2019/7/19 7:26:31_53%_40,1,1,0,0.00
2619735130102808569_2019/7/19 7:26:31_55%_42,1,1,0,0.00
2619735130102808569_2019/7/19 7:26:31_68%_43,1,1,0,0.00
2619735130102808569_2019/7/19 7:26:31_69%_44,1,1,0,0.00
2619735130102808569_2019/7/19 7:26:31_7%_23,1,1,0,0.00
2619735130102808569_2019/7/19 7:26:31_71%_50,1,1,0,0.00
2619735130102808569_2019/7/19 7:26:31_72%_52,1,1,0,0.00
2619735130102808569_2019/7/19 7:26:31_74%_53,1,1,0,0.00
2619735130102808569_2019/7/19 7:26:31_78%_53,1,1,0,0.00
2619735130102808569_2019/7/19 7:26:31_79%_54,1,1,0,0.00
2619735130102808569_2019/7/19 7:26:31_81%_55,1,1,0,0.00
2619735130102808569_2019/7/19 7:26:31_82%_55,1,1,0,0.00
2619735130102808569_2019/7/19 7:26:31_83%_58,1,1,0,0.00
2619735130102808569_2019/7/19 7:26:31_85%_66,1,1,0,0.00
2619735130102808569_2019/7/19 7:26:31_86%_68,1,1,0,0.00
2619735130102808569_2019/7/19 7:26:31_89%_69,1,1,0,0.00
2619735130105816751_2019/7/20 21:53:13_100%_7,1,1,0,0.00
2619735130105816751_2019/7/20 21:53:13_96%_7,1,1,0,0.00
2619735130106531983_2019/7/20 23:30:49_100%_47,1,1,0,0.00
2619735130106531983_2019/7/20 23:30:49_16%_7,1,1,0,0.00
2619735130106531983_2019/7/20 23:30:49_17%_9,1,1,0,0.00
2619735130106531983_2019/7/20 23:30:49_19%_9,1,1,0,0.00
2619735130106531983_2019/7/20 23:30:49_24%_11,1,1,0,0.00
2619735130106531983_2019/7/20 23:30:49_26%_12,1,1,0,0.00
2619735130106531983_2019/7/20 23:30:49_28%_15,1,1,0,0.00
2619735130106531983_2019/7/20 23:30:49_30%_19,1,1,0,0.00
2619735130106531983_2019/7/20 23:30:49_32%_22,1,1,0,0.00
2619735130106531983_2019/7/20 23:30:49_33%_23,1,1,0,0.00
2619735130106531983_2019/7/20 23:30:49_35%_26,1,1,0,0.00
2619735130106531983_2019/7/20 23:30:49_37%_27,1,1,0,0.00
2619735130106531983_2019/7/20 23:30:49_38%_30,1,1,0,0.00
2619735130106531983_2019/7/20 23:30:49_40%_34,1,1,0,0.00
2619735130106531983_2019/7/20 23:30:49_42%_36,1,1,0,0.00
2619735130106531983_2019/7/20 23:30:49_43%_38,1,1,0,0.00
2619735130106531983_2019/7/20 23:30:49_44%_41,1,1,0,0.00
2619735130106531983_2019/7/20 23:30:49_46%_44,1,1,0,0.00
2619735130106531983_2019/7/20 23:30:49_5%_6,1,1,0,0.00
2619735130106531983_2019/7/20 23:30:49_62%_46,1,1,0,0.00
2619735130115335639_2019/7/19 22:21:17_-868%_166,1,1,0,0.00
2619735130115335639_2019/7/19 22:21:17_-868%_191,1,1,0,0.00
2619735130115335639_2019/7/19 22:21:17_10%_16,1,1,0,0.00
2619735130115335639_2019/7/19 22:21:17_100%_77,1,1,0,0.00
2619735130115335639_2019/7/19 22:21:17_13%_17,1,1,0,0.00
2619735130115335639_2019/7/19 22:21:17_16%_18,1,1,0,0.00
2619735130115335639_2019/7/19 22:21:17_20%_21,1,1,0,0.00
2619735130115335639_2019/7/19 22:21:17_23%_24,1,1,0,0.00
2619735130115335639_2019/7/19 22:21:17_27%_27,1,1,0,0.00
2619735130115335639_2019/7/19 22:21:17_3%_11,1,1,0,0.00
2619735130115335639_2019/7/19 22:21:17_30%_27,1,1,0,0.00
2619735130115335639_2019/7/19 22:21:17_33%_36,1,1,0,0.00
2619735130115335639_2019/7/19 22:21:17_37%_37,1,1,0,0.00
2619735130115335639_2019/7/19 22:21:17_39%_38,1,1,0,0.00
2619735130115335639_2019/7/19 22:21:17_43%_40,1,1,0,0.00
2619735130115335639_2019/7/19 22:21:17_46%_50,1,1,0,0.00
2619735130115335639_2019/7/19 22:21:17_50%_51,1,1,0,0.00
2619735130115335639_2019/7/19 22:21:17_53%_52,1,1,0,0.00
2619735130115335639_2019/7/19 22:21:17_55%_58,1,1,0,0.00
2619735130115335639_2019/7/19 22:21:17_575%_196,1,1,0,0.00
2619735130115335639_2019/7/19 22:21:17_59%_59,1,1,0,0.00
2619735130115335639_2019/7/19 22:21:17_60%_60,1,1,0,0.00
2619735130115335639_2019/7/19 22:21:17_62%_61,1,1,0,0.00
2619735130115335639_2019/7/19 22:21:17_67%_64,1,1,0,0.00
2619735130115335639_2019/7/19 22:21:17_69%_64,1,1,0,0.00
2619735130115335639_2019/7/19 22:21:17_7%_15,1,1,0,0.00
2619735130115335639_2019/7/19 22:21:17_71%_68,1,1,0,0.00
2619735130115335639_2019/7/19 22:21:17_76%_69,1,1,0,0.00
2619735130115335639_2019/7/19 22:21:17_79%_70,1,1,0,0.00
2619735130115335639_2019/7/19 22:21:17_8113%_190,1,1,0,0.00
2619735130115335639_2019/7/19 22:21:17_82%_71,1,1,0,0.00
2619735130115335639_2019/7/19 22:21:17_85%_73,1,1,0,0.00
2619735130115335639_2019/7/19 22:21:17_89%_76,1,1,0,0.00
2619735130115335639_2019/7/19 22:21:17_NaN%_207,1,1,0,0.00
2619735130115335639_2019/7/19 22:25:4_-11%_5,1,1,0,0.00
2619735130115335639_2019/7/19 22:25:4_100%_4,1,1,0,0.00
2619735130115335639_2019/7/19 22:25:4_100%_7,1,1,0,0.00
2619735130115335639_2019/7/19 22:25:4_NaN%_10,1,1,0,0.00
2619735130118252251_2019/7/20 16:53:15_100%_39,1,1,0,0.00
2619735130118252251_2019/7/20 16:53:15_16%_8,1,1,0,0.00
2619735130118252251_2019/7/20 16:53:15_17%_10,1,1,0,0.00
2619735130118252251_2019/7/20 16:53:15_20%_11,1,1,0,0.00
2619735130118252251_2019/7/20 16:53:15_27%_14,1,1,0,0.00
2619735130118252251_2019/7/20 16:53:15_29%_15,1,1,0,0.00
2619735130118252251_2019/7/20 16:53:15_35%_16,1,1,0,0.00
2619735130118252251_2019/7/20 16:53:15_40%_17,1,1,0,0.00
2619735130118252251_2019/7/20 16:53:15_50%_18,1,1,0,0.00
2619735130118252251_2019/7/20 16:53:15_55%_19,1,1,0,0.00
2619735130118252251_2019/7/20 16:53:15_57%_20,1,1,0,0.00
2619735130118252251_2019/7/20 16:53:15_63%_21,1,1,0,0.00
2619735130118252251_2019/7/20 16:53:15_71%_23,1,1,0,0.00
2619735130118252251_2019/7/20 16:53:15_72%_23,1,1,0,0.00
2619735130118252251_2019/7/20 16:53:15_75%_24,1,1,0,0.00
2619735130118252251_2019/7/20 16:53:15_77%_25,1,1,0,0.00
2619735130118252251_2019/7/20 16:53:15_78%_27,1,1,0,0.00
2619735130118252251_2019/7/20 16:53:15_8%_6,1,1,0,0.00
2619735130118252251_2019/7/20 16:53:15_84%_33,1,1,0,0.00
2619735130118252251_2019/7/20 16:53:15_85%_34,1,1,0,0.00
2619735130118252251_2019/7/20 16:53:15_92%_37,1,1,0,0.00
2619735130118252251_2019/7/20 16:53:15_96%_38,1,1,0,0.00
2619735130119529266_2019/7/20 1:36:45_100%_84,1,1,0,0.00
2619735130119529266_2019/7/20 1:36:45_13%_15,1,1,0,0.00
2619735130119529266_2019/7/20 1:36:45_17%_17,1,1,0,0.00
2619735130119529266_2019/7/20 1:36:45_22%_18,1,1,0,0.00
2619735130119529266_2019/7/20 1:36:45_26%_19,1,1,0,0.00
2619735130119529266_2019/7/20 1:36:45_30%_21,1,1,0,0.00
2619735130119529266_2019/7/20 1:36:45_34%_23,1,1,0,0.00
2619735130119529266_2019/7/20 1:36:45_44%_47,1,1,0,0.00
2619735130119529266_2019/7/20 1:36:45_52%_55,1,1,0,0.00
2619735130119529266_2019/7/20 1:36:45_56%_59,1,1,0,0.00
2619735130119529266_2019/7/20 1:36:45_60%_61,1,1,0,0.00
2619735130119529266_2019/7/20 1:36:45_7%_6,1,1,0,0.00
2619735130119529266_2019/7/20 1:36:45_8%_14,1,1,0,0.00
2619735130119529266_2019/7/20 1:36:45_85%_75,1,1,0,0.00
2619735130120004980_2019/7/20 20:44:12_1%_7,1,1,0,0.00
2619735130120004980_2019/7/20 20:44:12_2%_8,1,1,0,0.00
2619735130120450523_2019/7/19 22:18:44_100%_86,1,1,0,0.00
2619735130120450523_2019/7/19 22:18:44_31%_25,1,1,0,0.00
2619735130120450523_2019/7/19 22:18:44_37%_36,1,1,0,0.00
2619735130120450523_2019/7/19 22:18:44_41%_42,1,1,0,0.00
2619735130120450523_2019/7/19 22:18:44_43%_45,1,1,0,0.00
2619735130120450523_2019/7/19 22:18:44_54%_57,1,1,0,0.00
2619735130120450523_2019/7/19 22:18:44_71%_66,1,1,0,0.00
2619735130120450523_2019/7/19 22:18:44_93%_74,1,1,0,0.00
2619735130120450523_2019/7/19 22:18:44_99%_81,1,1,0,0.00
2619735130121955008_2019/7/19 22:9:48_100%_23,1,1,0,0.00
2619735130121955008_2019/7/19 22:9:48_12%_12,1,1,0,0.00
2619735130121955008_2019/7/19 22:9:48_13%_12,1,1,0,0.00
2619735130121955008_2019/7/19 22:9:48_22%_14,1,1,0,0.00
2619735130121955008_2019/7/19 22:9:48_3%_9,1,1,0,0.00
2619735130121955008_2019/7/19 22:9:48_33%_17,1,1,0,0.00
2619735130121955008_2019/7/19 22:9:48_44%_19,1,1,0,0.00
2619735130121955008_2019/7/19 22:9:48_45%_19,1,1,0,0.00
2619735130121955008_2019/7/19 22:9:48_59%_21,1,1,0,0.00
2619735130121955008_2019/7/19 22:9:48_7%_11,1,1,0,0.00
2619735130123390222_2019/7/19 19:37:38_100%_60,1,1,0,0.00
2619735130123390222_2019/7/19 19:37:38_13%_15,1,1,0,0.00
2619735130123390222_2019/7/19 19:37:38_20%_18,1,1,0,0.00
2619735130123390222_2019/7/19 19:37:38_22%_22,1,1,0,0.00
2619735130123390222_2019/7/19 19:37:38_23%_23,1,1,0,0.00
2619735130123390222_2019/7/19 19:37:38_24%_26,1,1,0,0.00
2619735130123390222_2019/7/19 19:37:38_26%_27,1,1,0,0.00
2619735130123390222_2019/7/19 19:37:38_27%_28,1,1,0,0.00
2619735130123390222_2019/7/19 19:37:38_28%_29,1,1,0,0.00
2619735130123390222_2019/7/19 19:37:38_30%_30,1,1,0,0.00
2619735130123390222_2019/7/19 19:37:38_31%_33,1,1,0,0.00
2619735130123390222_2019/7/19 19:37:38_32%_37,1,1,0,0.00
2619735130123390222_2019/7/19 19:37:38_34%_38,1,1,0,0.00
2619735130123390222_2019/7/19 19:37:38_35%_42,1,1,0,0.00
2619735130123390222_2019/7/19 19:37:38_37%_43,1,1,0,0.00
2619735130123390222_2019/7/19 19:37:38_42%_44,1,1,0,0.00
2619735130123390222_2019/7/19 19:37:38_43%_48,1,1,0,0.00
2619735130123390222_2019/7/19 19:37:38_46%_50,1,1,0,0.00
2619735130123390222_2019/7/19 19:37:38_5%_10,1,1,0,0.00
2619735130123390222_2019/7/19 19:37:38_6%_11,1,1,0,0.00
2619735130123390222_2019/7/19 19:37:38_61%_56,1,1,0,0.00
2619735130123390222_2019/7/19 19:37:38_66%_57,1,1,0,0.00
2619735130123390222_2019/7/19 19:37:38_8%_13,1,1,0,0.00
2619735130123390222_2019/7/19 19:37:38_9%_14,1,1,0,0.00
2619735130123390222_2019/7/19 19:37:38_90%_59,1,1,0,0.00
2619735130123390222_2019/7/19 19:37:38_97%_60,1,1,0,0.00
2619735130124340910_2019/7/19 23:23:23_100%_2,1,1,0,0.00
2619735130124340910_2019/7/19 23:23:23_NaN%_3,1,1,0,0.00
2619735130124746273_2019/7/19 22:20:30_100%_77,1,1,0,0.00
2619735130124746273_2019/7/19 22:20:30_11%_22,1,1,0,0.00
2619735130124746273_2019/7/19 22:20:30_20%_24,1,1,0,0.00
2619735130124746273_2019/7/19 22:20:30_26%_25,1,1,0,0.00
2619735130124746273_2019/7/19 22:20:30_31%_32,1,1,0,0.00
2619735130124746273_2019/7/19 22:20:30_34%_37,1,1,0,0.00
2619735130124746273_2019/7/19 22:20:30_45%_40,1,1,0,0.00
2619735130124746273_2019/7/19 22:20:30_5%_20,1,1,0,0.00
2619735130124746273_2019/7/19 22:20:30_51%_45,1,1,0,0.00
2619735130124746273_2019/7/19 22:20:30_60%_50,1,1,0,0.00
2619735130124746273_2019/7/19 22:20:30_64%_51,1,1,0,0.00
2619735130124746273_2019/7/19 22:20:30_67%_55,1,1,0,0.00
2619735130124746273_2019/7/19 22:20:30_72%_57,1,1,0,0.00
2619735130124746273_2019/7/19 22:20:30_80%_58,1,1,0,0.00
2619735130124746273_2019/7/19 22:20:30_87%_60,1,1,0,0.00
2619735130124746273_2019/7/19 22:22:54_4%_9,1,1,0,0.00
2619735130124746273_2019/7/19 22:22:54_43%_22,1,1,0,0.00
2619735130124746273_2019/7/19 22:22:54_48%_22,1,1,0,0.00
2619735130124746273_2019/7/19 22:22:54_9%_16,1,1,0,0.00
2619735130126183179_2019/7/20 20:16:57_5%_5,1,1,0,0.00
2619735130126587817_2019/7/20 23:44:15_15%_12,1,1,0,0.00
2619735130126587817_2019/7/20 23:44:15_31%_13,1,1,0,0.00
2619735130126587817_2019/7/20 23:44:15_4%_8,1,1,0,0.00
2619735130126587817_2019/7/20 23:44:35_100%_7,1,1,0,0.00
2619735130126587817_2019/7/20 23:44:35_28%_4,1,1,0,0.00
2619735130126587817_2019/7/20 23:44:35_78%_6,1,1,0,0.00
2619735130127108028_2019/7/19 22:8:40_100%_72,1,1,0,0.00
2619735130127108028_2019/7/19 22:8:40_28%_19,1,1,0,0.00
2619735130127108028_2019/7/19 22:8:40_29%_23,1,1,0,0.00
2619735130127108028_2019/7/19 22:8:40_30%_30,1,1,0,0.00
2619735130127108028_2019/7/19 22:8:40_32%_34,1,1,0,0.00
2619735130127108028_2019/7/19 22:8:40_35%_36,1,1,0,0.00
2619735130127108028_2019/7/19 22:8:40_41%_40,1,1,0,0.00
2619735130127108028_2019/7/19 22:8:40_49%_49,1,1,0,0.00
2619735130127108028_2019/7/19 22:8:40_55%_51,1,1,0,0.00
2619735130127108028_2019/7/19 22:8:40_60%_59,1,1,0,0.00
2619735130127108028_2019/7/19 22:8:40_77%_67,1,1,0,0.00
2619735130127641264_2019/7/20 20:41:45_1%_3,1,1,0,0.00
2619735130127641264_2019/7/20 20:41:45_100%_15,1,1,0,0.00
2619735130127641264_2019/7/20 20:41:45_11%_8,1,1,0,0.00
2619735130127641264_2019/7/20 20:41:45_15%_9,1,1,0,0.00
2619735130127641264_2019/7/20 20:41:45_21%_10,1,1,0,0.00
2619735130127641264_2019/7/20 20:41:45_27%_11,1,1,0,0.00
2619735130127641264_2019/7/20 20:41:45_33%_11,1,1,0,0.00
2619735130127641264_2019/7/20 20:41:45_38%_12,1,1,0,0.00
2619735130127641264_2019/7/20 20:41:45_42%_12,1,1,0,0.00
2619735130127641264_2019/7/20 20:41:45_5%_6,1,1,0,0.00
2619735130127641264_2019/7/20 20:41:45_50%_13,1,1,0,0.00
2619735130127641264_2019/7/20 20:41:45_59%_13,1,1,0,0.00
2619735130127641264_2019/7/20 20:41:45_70%_14,1,1,0,0.00
2619735130127799704_2019/7/17 8:9:23_100%_93,1,1,0,0.00
2619735130127799704_2019/7/17 8:9:23_11%_24,1,1,0,0.00
2619735130127799704_2019/7/17 8:9:23_13%_25,1,1,0,0.00
2619735130127799704_2019/7/17 8:9:23_15%_27,1,1,0,0.00
2619735130127799704_2019/7/17 8:9:23_19%_28,1,1,0,0.00
2619735130127799704_2019/7/17 8:9:23_20%_30,1,1,0,0.00
2619735130127799704_2019/7/17 8:9:23_24%_32,1,1,0,0.00
2619735130127799704_2019/7/17 8:9:23_25%_35,1,1,0,0.00
2619735130127799704_2019/7/17 8:9:23_27%_40,1,1,0,0.00
2619735130127799704_2019/7/17 8:9:23_29%_41,1,1,0,0.00
2619735130127799704_2019/7/17 8:9:23_3%_21,1,1,0,0.00
2619735130127799704_2019/7/17 8:9:23_31%_42,1,1,0,0.00
2619735130127799704_2019/7/17 8:9:23_32%_46,1,1,0,0.00
2619735130127799704_2019/7/17 8:9:23_34%_47,1,1,0,0.00
2619735130127799704_2019/7/17 8:9:23_36%_49,1,1,0,0.00
2619735130127799704_2019/7/17 8:9:23_37%_50,1,1,0,0.00
2619735130127799704_2019/7/17 8:9:23_39%_53,1,1,0,0.00
2619735130127799704_2019/7/17 8:9:23_44%_54,1,1,0,0.00
2619735130127799704_2019/7/17 8:9:23_47%_54,1,1,0,0.00
2619735130127799704_2019/7/17 8:9:23_5%_21,1,1,0,0.00
2619735130127799704_2019/7/17 8:9:23_52%_55,1,1,0,0.00
2619735130127799704_2019/7/17 8:9:23_54%_57,1,1,0,0.00
2619735130127799704_2019/7/17 8:9:23_62%_66,1,1,0,0.00
2619735130127799704_2019/7/17 8:9:23_63%_67,1,1,0,0.00
2619735130127799704_2019/7/17 8:9:23_65%_69,1,1,0,0.00
2619735130127799704_2019/7/17 8:9:23_7%_22,1,1,0,0.00
2619735130127799704_2019/7/17 8:9:23_71%_71,1,1,0,0.00
2619735130127799704_2019/7/17 8:9:23_72%_72,1,1,0,0.00
2619735130127799704_2019/7/17 8:9:23_73%_75,1,1,0,0.00
2619735130127799704_2019/7/17 8:9:23_75%_77,1,1,0,0.00
2619735130127799704_2019/7/17 8:9:23_79%_77,1,1,0,0.00
2619735130127799704_2019/7/17 8:9:23_8%_23,1,1,0,0.00
2619735130127799704_2019/7/17 8:9:23_85%_78,1,1,0,0.00
2619735130127799704_2019/7/17 8:9:23_87%_87,1,1,0,0.00
2619735130127799704_2019/7/17 8:9:23_88%_88,1,1,0,0.00
2619735130127799704_2019/7/17 8:9:23_93%_90,1,1,0,0.00
2619735130127799704_2019/7/17 8:9:23_96%_93,1,1,0,0.00
2619735130134721407_2019/7/19 20:45:23_30%_13,1,1,0,0.00
2619735130134721407_2019/7/19 20:45:23_35%_15,1,1,0,0.00
2619735130134721407_2019/7/19 20:45:23_43%_16,1,1,0,0.00
2619735130134721407_2019/7/19 20:45:23_51%_17,1,1,0,0.00
2619735130137217557_2019/7/20 12:22:30_100%_16,1,1,0,0.00
2619735130137297627_2019/7/17 13:44:59_-77%_16,1,1,0,0.00
2619735130137297627_2019/7/17 13:44:59_-77%_63,1,1,0,0.00
2619735130137297627_2019/7/17 13:44:59_17%_10,1,1,0,0.00
2619735130137297627_2019/7/17 13:44:59_19%_21,1,1,0,0.00
2619735130137297627_2019/7/17 13:44:59_30%_13,1,1,0,0.00
2619735130137297627_2019/7/17 13:44:59_37%_14,1,1,0,0.00
2619735130137297627_2019/7/17 13:44:59_51%_15,1,1,0,0.00
2619735130139883924_2019/7/19 23:7:46_201%_14,1,1,0,0.00
2619735130139883924_2019/7/19 23:7:46_253%_14,1,1,0,0.00
2619735130141351049_2019/7/20 21:3:9_100%_9,1,1,0,0.00
2620048470946119674_2019/7/20 20:11:38_100%_68,1,1,0,0.00
2620048470946119674_2019/7/20 20:11:38_12%_12,1,1,0,0.00
2620048470946119674_2019/7/20 20:11:38_18%_14,1,1,0,0.00
2620048470946119674_2019/7/20 20:11:38_20%_18,1,1,0,0.00
2620048470946119674_2019/7/20 20:11:38_23%_21,1,1,0,0.00
2620048470946119674_2019/7/20 20:11:38_3%_7,1,1,0,0.00
2620048470946119674_2019/7/20 20:11:38_35%_22,1,1,0,0.00
2620048470946119674_2019/7/20 20:11:38_38%_29,1,1,0,0.00
2620048470946119674_2019/7/20 20:11:38_41%_30,1,1,0,0.00
2620048470946119674_2019/7/20 20:11:38_42%_31,1,1,0,0.00
2620048470946119674_2019/7/20 20:11:38_44%_35,1,1,0,0.00
2620048470946119674_2019/7/20 20:11:38_48%_36,1,1,0,0.00
2620048470946119674_2019/7/20 20:11:38_54%_37,1,1,0,0.00
2620048470946119674_2019/7/20 20:11:38_56%_45,1,1,0,0.00
2620048470946119674_2019/7/20 20:11:38_60%_45,1,1,0,0.00
